ppttp ttttg tgtgt tpgtt ttgtg gtttt tpgtg ttttg ttttt ttgtt ttttp gtwti ttggt ktggt tttgt tpggt 
ttttp tttgt gttgt tgtgt gttgg ttttt gtigk ttttt ttttt gtktt tttgg ttttt twgtg ptgtt gttgt tgttt 
gtgtt tttgt tgttt tttpg ttttt tgtgt ttttg ttttp gttpt gggtt gtttt gtitg gtttg ttptg tgtpt ttttt 
ttgtt tgttt gtgtg ttttt ttktt ptttg ttgtt ttptg tttkg tttpt tgttt gtggt ttggg tttgt gtttt gtktt 
tttwt gttgi ttttt tggtt tpgtg ttttg ppttg ptgtt ttitt ttttt ttgkt tttgg tttgt gttit gtttt ttttt 
tttgt ttgpt tgttt gttgp tgttt ggggt ttkit tgttt ttttt gtttt ttttt ptptt gttgt tpttt ppgkg ttttg 
gttgp ttttt kgptt tgptg ttttk pttgt ipttg ttgtg gtttt tgttg gtptt gttgt kptgg gtttg ttpgg ttwtt 
pgtit tgttt tgttt ttggt pgttg tittt ttgtg gtttt tttgt ttttt ttttt tttgt tttgt ttttt ptttt tttgt 
ttttp tgttp gtttt ttttt gtttt tpttt ttgtt ttgtg tgttp ttttg tgttt ptttt ttttt ttttt ggptt ttggg 
ktttt gkgtt ttttt ttttt ttttt tgttt ptttt gtptt ggtgt ttgtt ttpgg ttgtg tttgt gtgtg ptgpt ttttk 
gttgt tttkt ttgtt gttgt tgtgt gtttt gtggg gttgg gttgp tttpt gtgtt gtktt tgkgp pttgt tpttt gttit 
ggkig ttttt ttttt kgttt ppgtt ktttt ptktt ttttt ptttg gtttg ggttt ttggt tttkt tttpt gttgt tttpt 
tgktk tptgp gptpt tgttp ttttt tgttg gtttt tttgt tgtti gtttt tttgt gtttt ttttt pptgt ttggt gtttg 
ttttg tttgg gttgt itgtt tgttt tgttg ttpgt ttgtt tggkg ggttt tkgtt gtttt igttt ttgtt ggttt gtgtg 
ttttt ptttt ttgpg ttgtt ttptt gttgt gttgt gtgtg gtttt ttptt tgttt ttptt ptttt tttgt ttttt ttttt 
ktttg pggtt tgtkt gtttt tttgt gpttg gtgtt ptgtt itgpt itgtp ttptg ptttt gtggk ttttt tgttt tkttg 
ttgtt tgttt tttgg ggttg ptttg ttttt ttpgt ttwgg tgtgt tpttg tttgt tttgt ttgtp tptgt pttgt ttttt 
ggtgp ptttt tgigt gtgtp gtttt ttgtt pptkt tgptt gtttg pttpg ttttg ttkgt gpttt tttgt ttptt gttgg 
tgttt ttttt ttttt gttgg tttgt ttttt ktttt ttttt ttktt ptgtk ttpgt tttgt pgtgk tttto tpttt tpttt 
tpttt ttggp pgttt ttttt ttttg ttttp gtttg kttgt ptttp itttg ggttk ptttt ttttt ptttt ttttt gtttt 
gtgtt ttgtt ktttg ttttg gtttt ttttt ttktk ttttt ttppt tttgt tttgp gtttp gttgt tgttp tttgg ttttt 
ptttt ittgt gtttg ttttt ttptt gtttt tttgg tgtgt ttpgg gtptt tttpt gtttt tgptt tggtp ttptt ttgtt 
tggpt ttgtt gtggt ttttt ttgtt tgtkt gtttg gtitt tgktt ptggg gttpg pgttt ttgtt gtktt ttgpt tgtpg 
ttgtg ttttp tkitt tttgt ttgtt gtttt tggtt tgtgt tgttt ttgtg ttttt ttttt tttpk ptttt tgttt gtttt 
ttgtt ptgpt gttgt tgttt ptggp gtgtt pgttt ttttp ttttt gkgit gttgt pgttp ttgtg ttttt ttttp ttttt 
tkgtt ttgtg ggttt tgttt tggtt gtttg gtptt ttttg ttttg ttttg ttttt ttttt ttgtt ptttg tgpgt ttggt 
ktptk ttttt pgitt ttttt ggggg gtttg tttkt gtttt ttttt gpptt tttgt tgttt gttgt gtgtp ttppt tttgp 
ttttt pptpt ttggt tgttt tttgg tttgg tggtg ttgpt tgtgt ttptt tpttp ptggt tttgi tttgg ttttt ttgtg 
tgpgt ttgtt tttgt tgtgt ttttt ttptt tgtgt ttptg tgkpt tttpt tgttp kkppt ttttt ttttp ptttt tgtkt 
ptttt gtttt tttpp gttpt ttttt ttttt tttgt ttttt tgtgt gkttp gtttg ttgtg ttttt tttit iptgt gtttp 
tpgtt gkgwt itgtg ttgtg gpppt tgtgt ttttt ppttt gkggt ttptt tgttt gtttk tgttt tpttg ttttt ttttg 
ttgtt tpttg ttttt gtttt ttttp tpttg ttgtg gtkgt gttgp gtggg ttttt tpgtg ttgpt ttttt ktgpt ttttt 
tgtgg ttgtt ttttt ttttg ttttt ttgtg ttttg tgttg tkttg ttgtk tttgt ttttt tgttt ttttp tpttt tggtt 
ttptt tggip ttggt tpggt ttggt tttgt gtgtt ggtgt tggtk ttttt tgttt gtktt tikgg tggtt gggtt ptttt 
tkttt tkttp ttttp gttpg ggktp tttkg ttttg ttttt gtttg gtggt tgttt tkttt tgttt pttgt ttttt tgttt 
tgttp tgttt ttttt tttpp ttitg gggtt tttig ttpgt tgttt ttgpt tgptt ttttp gtttk gtttt ttttt ttttk 
ttgtt ttgtt tkttp ttptt ttttt ttttg titgt pggtt ggttt tgwgg gtgtg tgtgg ttttg ttggt ttkti tgptt 
ggttt ttttt tpttg tgptt gtttt tgttt pttgt ttggt tgptt gkptg tgptt tkttt ptttt ggttt ttpgg ttgtt 
tgtpt tgtpt gtptp ttttt gtgtt pggtt gggtt ttgtt tttgp ttggt ttttt ttttg gpttt kptti ttktt gtttg 
ttttg ttgtt tttti ttkpg tttgg ttttt ttttt tpgtt ttgti pggtt tgttk ptitt tggtp tptpp ttttg ptttt 
pkttt gtptt gtgpt tkttt gttkt tttgp tttgt gttgt ttgtp gptpt ggttt gtgtt tttgt gtktg gttpt ttttt 
tptgt ttttt tgtpt gtttg tgttt tttgt ttttt ttptt ttttt tttgp ggtit tgpgt gtttg ggttt gtttt gttpt 
gitgt tggtt gttgt tgttt ttttg ttttg gtttt tgttt tgtgt ptggt pttig ttgtt ttttt tpptg tpttt tgtpt 
tgggg ttttt gptgt gtttt gtttg ttktt gtttp ttgtp ttppt gtttg gggtt ttttt kgttt gtitg tttgp ttttt 
ttttt ttggt ttttk tttgt ggptt tpttt gttgt tktgt ptttt tttgt ggttt ttttg ttktt ttgtt tgttp ptggg 
tgttt ttttt ttttg ttgpp ttttt tgtgt tttgt tgttg ttttt tttpp gttgt tgttp ttttg tgttt tgttg iggtt 
tgttt tkttt gpggt tttkk tttgg tgttt ttttt ggtgt gtttt tttgi ttttt ttttt ttttt gtttt gtptt gtttt 
gtttt ttktg gpttg iittt tttpg gtttg pgttt tgtgg ttttt gttpg wttgi gttgp tkttt ttptg tggpt ttgtg 
tggtt ttpgt ttttt gpttp ttktt tgpgg tgttt gtttt ttttg tpttt ttttt ttttt ttttt tttgt ttkgg gttgt 
ptptt ttttt tgtgt ttggt gtttp gpgtt pktgk ggttg tgtgt ttttt ttttt ttgpg tttgt tttpk gggtg ttptt 
tgggt tttgp tgggt tptgi tpgtt ttttt tttgt ttigt tkttg ptggg tpggg tgttg ggttt tgptt wttpt tttgg 
tgtpt ttttt ttptt pgttg tgptg tggtt gtttt ttgtg ttttp ttttt ttgtt ttttk ttgtt tgtpt ttttt ptttk 
tpttt ptttt tgttp tttpg ttttp ttptt ttgtg ttggg gtttt ttttg ttttg ttttk ttttg ttttt gtttt ttgtp 
tgttt gppgt gtttg tgtgt tttgt gtttt tgtgt tgttt ttgtt tpgtt ttppg ttttt tttkg tggtt tgppp gtttt 
ttgtk ttitg gtttp tigtg tgipt ttptt ptttt ittgt tgttt ttttt otgtp tttgt gttgt ttttt tpwtt ikgtt 
gtgtt gtttg ttggz ptttt ttttt tptgt tpgtt ttttt ttgtt tgttt ttttg ttttt ptttt gttpt ttggp tgggp 
ggptt tgttt tgttt gtggt tgptt tpttg ttttt ggtgt ttggt tgtwt ttttt ttttt ttttt gtttg tpgtt gtttt 
ggttg tggig tpgkt tgttt ptptp ttgtt ttttt tktgg ttttt ttpgg tigtg tgttt ttttt tpptt ttttp ttttp 
ttttt ttttt tpttp ttgtt ttttt tggtp gpgtt tttkp ttgwt ttgtt ttttg ttptt tttgt tttpg ttttt ttttp 
ttttt ttwtk pggtg tgptt gtttt ttpgt tttgt tgtgt gtttt ttttt gggtt ggttg wtgig ttttt gttgt tggtt 
ttgtt ptttt gkttt tptpt tgggt tttti ttttg ttttt ttttt ttgtt tgggt ggtgt ttttt ttppg tttgt tttgt 
ttttp ptggt tgttt ttttt ttttt ttttt ptpgg ttttt ttttg ttttp ttgpg ttggg ggtgt ttgtg ttgtt gttpt 
ttttg pkttp ttgtp ttgtg ttttt gtttp gtgtt ttttt tttpt tttgt ttttt ttttt wtttt ttggt ktttt tpttt 
gttgt tgttt ttttt tgttt tktgt ttttt ttttp tptgt ttttg ggktg gtttg pgttg ttgtp tgttt ttttt pggtt 
pttgt ttgtg ptttg tttgt ttkpg tktgg tgttt ttttt ttgtt ptggt ttttt ttgtk tggtt pgttt ttppt ttttt 
tttgp gtgtt tgttt gkttt ttttg tgtgt gigtt pktgt ttgtg tttgt ttgtp ttpgt ttttg gttpt ggttt ttttk 
tpttt pttgg pttgk tgttt ttttt tgttg pttgt gggtt ttttt ttttg tktgg tttgt gttpt gtttt ttttg tpttt 
ttptt tgtkg gttgg tggtp tttgt ggttg gtptt tkktt ktttt tttgt tttgg ttttt tigtt ttttt ttgit ttktt 
ttttt ptggg tttpt tttgt ttttt ttptt tggtt tttgt tttti ppttt tttgg ttttt ttttt ktttt tkptt ggttg 
tgttt tttgt tttpt ggggt tptgt ttttt gtttt tgttt tgttt ttttt gtttt tttkt ttttt tgggg tgttg ttgtt 
ttktp pgttp ptttt ttttp ptttt pkttt tgttg tkttt ttttg ttgtg tgttt tttgt ttgtt ggttt tttpk ggtgt 
ktttt ggttt tttgt ggttg ggggp tggtt ktttg tttti ttgtt itttg ggttt ttggt ttgtt gtttt gptgi ttttg 
ttptg tpgtt ttttt gpgtg tttpp ttgpt ttttg tgttg tkttg kgttt ttttt tgtgt ttttt ttgtk tpttt tgggg 
ttttt tpptt tigtt gttgt ttttt ptpgt tttgt gpttt tpttt pgtgg ttgtk gtttg tpgtp ttttg ttttg gtptt 
tttgt gttgg ktitt ttttt gtttt tgttt ttgtt tttpt tptpt ttttt tpttt tgtgg tgttt ptttg ptttg ttttg 
tttpt tgttg pttkg tttpt tfgtt ttggt ttttt gtttt tgttt gpttg gggtt tggtg ttgtt gtttg gttpg tgtpt 
ttttt ttitt ttttg tgtpt ttitt ktggp gtgtt gtkkp ttpgg gttpt gpgtk gptgt tgttg gttgg pgptg ttttg 
ttttt tgttg gptkt ttttg gpgtp gtttt gpgtt ptptp ttgtt ttttt tttpg gtgtg tpgpg tttgt tttgg ttttg 
tpttt ggttt ttttg ttttt ggttt ttttg tgkgt tpgtt tgtgt gtpig ppttt ttttk ttgpt twgpt ttttt ttgpg 
ttttg ttgwt ttggt thgtt tttkg gkgkt ttttt tpttt ttttg gtttg tgtkt ttptt giwtt ggttg ttgtt ptttp 
ttgtt tgggg ttttt ggtpg tgggt tgttt tpttt ttgtt tttpt gtttg ttttg tttgg gtgtt tgggt ttktt ttgtt 
gggtt tttgt gttgt tgttt ttttt tpttg ttigt ttttt ktttt ttgpt ttttt gtttg tgtgt gttgt pptgt tgttt 
tpgtt tkggg kpttt tttgt tgttt ptgti tgttt ttpgt tttgt tpttt tggtg ttitg tttkt ggggt gggtt tttgt 
gtttt ttttt ttttg ttgtg ttttt ttgtt ptttt ttpgi gpttt ptttt tgttt ttggg gtttg tttgt kttgg ttttt 
tgttt kgtkt gptgt tttpt tttkt tgptt pgtgt ttttt ttttt gtttg ggitg ttgtt pttpt tttgt tkttg ptgtt 
ttggp ptttt ttgtt ttggg gptpt ptttt tttgt kgttt tktgg tpttt gggtt gpttt ttggg ptttt tpttt gggtt 
tttgt tgttg ttgpt ttttt ttgtp tkttp ttttg gtgtt ttgtt ttggt gtttt tgttg tttgt ggttp ttttt ttttg 
ttptk ttgtg tttgt ttttt gtttt tgttt ttttt ttptt ttggt tgtgt ggttt pttkt tgttg tttgt gtptt gttgg 
ttggt ttgtg ttggt tgtgt tkttt ttttt ttttt ttttt ktttt ttkgg gpttt ttttt ggttg tgttt ttgtt gttkt 
ttttg ttpgg gttgg ppttt tgttg tttpt gtttp tttgp gtttg tttkp gwttt pgtti gttgt ggttt gtttt tttgt 
tttti tgttt ttgtt tgptt ttptt pgtgp ttgtt ttttt pgktt tttgp ttgtt gttgt gttgt gptgt tgptg gttgt 
ttptt ttggt ttgtk ttgtg ttgtt tgttg gtptp ttttt gpgtg tgptt tttgg ttttt ggttt tgtgt gpgtg ttgtt 
ttttt tttgg gtttt ttttt tggtt tppgg gtgtt ggttt tgttg itgtg ttttg tgttg gtttt ttgtg ttttt tpttt 
tttkt tgtkt ggtgt tgttt ggttt gtgtt tttig kptpp ktgtt ttttg ttggt tgttt ttttk tggtt pgttg ttgtt 
ttptt tttgg ptttt ttttt ktttg gtttt gttgi gtttp tttpt ttgtt gttgt ttttp ttttt ttttt ttgtp ttttt 
gtttt ttggt ttttt gtttt ttttg itttt gpptt ttggt ttttt ptgtt ttttt ttttt tpttt gtgtg tttpg tttgt 
tttpt tpttt pttgg tgttg ttttt ttttg tgtkt tttgi tptop tgtgt gtgtg ggttt ttttp ttttt tttpt tttpt 
ttttt gtttg ttgtg ttttg tgtgt ttttt tgttt tpgtg ttptg tpttt ttttt gtpgt ttttt tttgg tpgtg gtttt 
ttgtt ptgtt gttti tgttg ggttg tgtpt ttgtg ttttt gtgpt ttttt pttgg ttgtp ggttt tptgt gtttt tittt 
tgttt ptgtg gtttg ggtgg ktgtt gtttt ttttp gtktt ttttt ggtgt ktttg gtttg tgttt ttttt tggtt pgggk 
ttttt tgtgg tttgt tgtgt ttttg gtgtg tttgt tggtt tttpt gtttt gtktt gtttt ptttg ttttt tgtkt pttgt 
itttg ptttt ptttg ttgtg pptti ttgtg tttgg ttttg tggtt ptggt ttgtt ttttt ttktt ttttp ttttt ttgtg 
tgptg kkgtt tgttg tgttt ttttt gttpg tggtg tgggt tpgtg tgttp gpgtt gkttg gtttp tttgg tgpgt ttgtt 
tttgt tpptp tttgt tggtt tpttg tkttt tttgg ptgtt ttttt tpttg ttgtg ttgtt tgtgt tpttt tttit tgttt 
tttpt tttgp ktttt tkttt tgggk tgttt ttktt pkttg ttttt tggtg tgttt gtttp gtttg pgttt ttttt tgttt 
ttgtk ttigt ttggt tgtgg ttgtt tgttp gttpt gtttk gtttt gtttt ptttt ggttt ttigt tgggt itgtt ttgtg 
ttptt ttgtg tptpt gtktt tptgg ttktp ttttg ttttg tptgi ttggt ttttt ttgtt tgttg ittgt ptttt tgttt 
tttkt tgttt gtttt ggttt ttttt ggttg gtttt ttgpt gpttt tptgt ttttt tggtg ttttt ttgkt tttgg gtttp 
tttgk ttttt ttttt tgtgt tttkg ttttt ttttt ttttk tgttt gtttg tgpgg gpgtg gtttt ttttt ptttg ttttt 
gtttt pttkt ttttp ttttg tgttt ktttt tgttt gtttt ttgpt ptgtg pgttt gtgtg gttgt gggtg ttgtt ttttt 
ttttt ttgtt tkgtt tgttt gtptg tttgt ttttt ttptt gtttt ttktt gtttt ttgtg tgptt tktit tttpg ttptg 
tttgt tggtt pgttt tttgg tttkt ttttg opgtt ttttg ttktt ttttg kpttg ttppg ttgto gttpg tgttt ttgtt 
gtttt tttpt ttttt ggktg ttggt pggkt ttgtg kgttt tgttt ttgtt gtgtt ttgtt ttgtt ttttg ttkgg gtgtg 
pottt tpttp tgttt ggttt ptggt tpttt gtttt gtpgt ttttg tgttp ttttt ggttt ttgtt gggtt tpttp ttttt 
gtipt gtttt ptgtt tttgg tgttt tgtpt ttttt ttttt gtgtt ttttt ttttt pttpt gptgt ttttt ptttt gttgt 
ttgtt ttttt ttttk ttttt ttttg ttttk ttttg ttgtt ttttt tttkg gtgpt gtgtt tpppg tpttt ttgtp ttttt 
tpttt ggttt pttgt tttti tkttg tkgpg gtttt tpttg tgttt tgttg ttttg ggpgg ggtgg ttttt titpt tgtgt 
ttttg gtttg gtgtt tttgt gtgtt gpttt pgttt tgttt ttttt gttgt ttttt gpttt ttttg ggttt tttkf pttgp 
tpttt ttttt ttttt ptttg tgggt pttgt tpttt tggtt tttgt tttpt tttgt ittpg tttgt ttttg twttt gtttt 
ttktt ttktg ttptt ttttt ttttt ttttg gtttt pittt tttwt ttttg tttkt ttgtt tttgt ttgpt pgptg tgtgt 
tttgt tgggg tttpt ptttt tgttt ttttg tgtgt tttgt pgggt pttgt gtttt ttgtg tttgt pgtgt gttpt tgttt 
tpttt tptgt ptttg tgtpt ttttk tgttt tgtkt tttpg ggttg ggttt tgtgt tpttt tktgg ttgtt ttttg pgttg 
pttgt ttppt ttgtt gtttg ttttt ttgtg tttgt ttttt ttgpt ttktp gtgtt gtttt tgttg kgttt ttttt tttgt 
ttttt ttgtt tttgg gtttt tgttt ttttp ttttt tttkt ttggt tttgt pgttt ttpgt tttgt ttgtt ttttt ttgtp 
ttgtt ttttt tpttt ttttt tttgt ttgtt tggtt tttgg ttppt ttttt ttgtp ttttt tgttt gttgt gttgt ttggt 
tkttg tpgtt tttgt tgttg ggggt gtttt ttttt gptgt gggtg gtttt ipttt gttgt ttttt ttggt ttgpt ttpgt 
tggit ggttk ktttt ttgtt tgtpg ttttt tgggt ggggt gtggt tggpg gtggg ggttg ttttk ggtgk ttpkt ptttt 
ttttt ktttt ttttg tttgg tpttt tkggt ttttt ttwtt gtttt tttgt tgtpt tttgg gttgt ggttt tgktt tttpt 
ttttt tgtgt gtttt pgpgt tttpp tpgit gttgt ttttt ttttg itttp tktgt tgttt tkttp ttttt tgtpp ttttt 
ttttt gpttt gtttg ttgtg ttppt tttgt ktgtt gtttt tgttt ttigg gwttt ptgti ggggt tttgt ttttg tgtgt 
ipttt tttgt ttttt tgttg tgttg ttttt gtgkt ttttg ptttt gtttt tgtpg ttgtt ttttg tgttt gtttg ttttt 
ktptt ttttt gtgtg tgptp ktttt pgtgt ttgtp gtggt ttgtt ttptt ttgtt gttgt gtttt ggptt tgttt ggtpg 
tpttt gggtp ttttt ttttt gtttt ggptt ttkkt ttttt ttgtw ttptt ttttt ttgpt gttkt tttgg gtttt tkttt 
ttttg tkttp tttig gtgtt ttttt tgtgt tggkt ttttg ttttt ttttt ttgkt tttpp tgttt tgtgt ttgpg gggtt 
gggtt ttitt tttpt pgtpt tgttg ttigt pgtpt gtgtt kttgt gtttg ptttg ttgpt ttttg ttttt ttttt ktttt 
ttktt tgttt ggtpt tgttt ttgtt ttggg ttgtg tggkk tttgg gtgtg ttttt gtptt ttgpt gottg pgttt tttkk 
tpttt ktgtt gppgt tttkt ptgtt tttgt ttgtg gttpt tgttg tttgg gtttt gpptt tgtgt gtttg tttpt ttttt 
ppgtt ttgtt tptpt ttgkt ttttt ttttt ttttt gtttp tttgg tttgg tgttt ggtpk gpttt tgttt ttggt tgptp 
ttttt tpgtt ktgtt pggtt tttpg ttptt gggtt gttgt ttpgp ttttt tttpt gggtp ppttt gtttt ttttt tttgg 
ggtip gtttt ttttt ktttg tpttg ttttt ttttg kttit tttgt gtttp tttgt ttttt ttttg ttggt pgtgg ttgtt 
ggttt tggpg gtgtt tttpt ttgtt ttttt ttttg gttpt ttttt kgtpt tttpt gtgtt gtttt gtttt ttttt ttttt 
tpggt tgtpt ttttt tptgg ttgtg tpgtt ttttt tttgt gggtt ttttp ktkgt tigpt ttttt ttttg gtttg tptpg 
tttgt ttggt tggti ttttt ttttg tttgt gtppg tgttt ttgtg wttgp ttipt gggtt gpttt ttttt ttttt tgggg 
tgtpt ttttk tttgt ktttt tgtpt tgttt ttptt igttt ttpgp gtttg ptgtt gttgt kpgtg gtgpt ggttp tgttt 
ttgtt kgttt tgtgg ttttt tttpt ggttp gtgtk tgttg ttttt ttktt ttttg ttgtt tggtt ttttt tttgt gttgt 
pitpt ttttp ttgpg ttttt igpgt ftgtt ttgkt gtttt gttgt gtgtt tgpgg ttttt tittt gtptt ttitg ttgtg 
ttttt tgtgt tttgt ttttt kgttg tggtg tttti ttttt gtttt ttttt ttpgp tttpt tggtg ttggt tgtip gttpt 
tgtpt gtkgt ttttt gpttt pgtgg gttgp tptkt ttttt ttttg tttgt ttttt gttpt ttttt ggtgt tgktt tgttg 
ggtgg ttttt ttttt gttgt ttggt tgtgt gtttg tttpt tpptt ptttg ttttt ttggt tttgp gtttt ttgtt ggggt 
gtttg ggttk gtttt ggtgt tgttt ttttt ptgtt tttgg ttptp ttttg tgttt ttttg tgptt tggpp tgptt ipttt 
tggtp ttttt ggttg ktptk tttgt tgtgp ttgpt ttttt gtttt gttpt ttttt tgttg gttgt ptttt tttpt ttitp 
ttgtt tkpgt tggtt tttgt ttttt gtttg kgttt gkgtt ttptt ttttt ttttp gtttt ttttt ttttt gtgpg ttttt 
ttttt ptttt ttktt ggktg gggtt ttttt ttgtt tgttt tpgtt ttttt tgggg gtptw ttttg tttgp gttgt gtpgt 
gtttt ggpgt ttgtg igttt ttttg ttttw ttgtt ttttt gggtg ptttg ttttt tttpt gpttt ttttt gtttt ttgtw 
tpttg ttttt ktgpg tgttt tttkt ttptt tttgg ttttt tptkt ktttt tpgtt gtttg gpttt tttgg tgttg ttggg 
gttgt ggttt ttttp tgttt tgttt ttttg tttgt tttgt gtggt ttttg tpgtt gtttt ppkgt gtggt gtggg tttpg 
gtgtg tpggt ttttt tttpt ptgtt ttttt ttgtg ttptg ttktt ttptg ktttt ktttg tttgt gttgt gttgt tgptp 
tttgt ttttp ttggg ttttp tggkt ttttt tttgg tpttg tgttt gttwt tgttg gtgkt tgttg ttgtp tgkgt gtptt 
ttttg itggt ttgtt ttttt tttgk ggttt ggptt ttptg gpttt gtttt gtppt gtgtt ttttt ttgpt tgtpt ptptp 
ggttt kgttt gtttt gtttt ptgtg gtitt tttpi ptttt gggtg gtktt ttttt pkttt ggttt ttgtg twgtt ttgtt 
ttttt tkptt gtttp ttttt ttttt ttttt pggpt ttttt tttpt ttptt tttkt ttttt ttttt ttttg gttgt ttppt 
tgttt gtgtg tttgt kgttt ttptt tgttg ptttg ttttt kgggt ttttt ttttt ttttt tpggg ttgtt ggggp gtttt 
pgttp ggttt ttttt ttttg gtttt tgttt tttpp ttgtt ttttt itttt gtttt gttgt ttttt gtttg ttptg ttgpg 
ttptt ttgtg ttgtt gkttt gtttg itttg tpggt gttgt ttgtg tkttt ttggg gtttt tgptt tgttt ptttt ttptg 
ttgtg ttggt ttttt ttttt tttgt tggtt tpgtp tgtgt tkggt gpptt tgttt tpgtg tgpgg ttgtg pkttt tttgt 
ttttk tgtpg ttttt tkttt ttttt tkttt tgtkg tgttt tttgg ktttt gttkp ttgtt tpttt ttttp gtggt ttttg 
gtttt gtgtt tttgt tgktt gtpgt tgttt tttgg ttgtg tgttt ggtgp ktgig tkttt tttpt ttptt kgttt tkptt 
ttttt itttt ttgtg tpggt tttpg tpgtt ttttt gttgg ttgtt tttpg ttpgt tgtpt tgttf ptttt gtttt tttwt 
tgtpt gptpt ttttg itttt ttttg gtgtt tggtg gttgt tggtt ttgtt gtttt ttttt tggtg gttti ttktw ttptt 
ttktt tgttk tttgt ttgtg ptttg ttgtp gtttt ttgtt tgttt tttgg tggtt gtgtg ttttt gtttp tptgg ttttt 
gptot gtgtt ttttt ttggp ttttt ttttt ttgtg ttttt pgttt ttgtt ggtgg ttgtt ttpgg ttpgt ptptt ttgkp 
ttgtt ttttt ptttt ttgtt pttgg tttpt ttggt gttgt gtttt gtttt gtttt ttttg ttttt ttgtt ttttt gtktt 
gtttg pgttg tttgt gtttt tttgt ttggt ttggt tgtpg ttttg gggkt ttttt gtttg ptttt ppptg gtttg ptttt 
tgttt ttttt ttggt pttgt gttgk gtttg gtttt igptt tgttg tpttt tgtgg gtttt ttttt ttttt gtttt tgttg 
ttttk gtttt ptgpt gtgtt ttgtt tgtpt ttttt ggptt gtttt ttttt tttpt tgtti tttgt ptttt ttgtt ttggt 
ggttt gtttt ttttk ttttt itttt tttkg wgptt pgttp tgggg gtttt gtttt tpttt gtttg titgt gttpt ttttt 
ggttt ttpgt tptti gtttg ititt tggtt gptgt tpptg ttgtg tpttt tgttt tpttg tkttt tgttp gtttt ttttt 
tttgt gtttt tttpt ttktt tpttt ttgtp tgttg gtitt ttttg ttggt ktttp tggtt ttttg tttpk tggpt gpgpt 
gtttt tttgt tgggt gttkg tttgg kttgt tttpk tpttt tgttt ktggt tttgg ggttt ttgpt tttgg ttttt ttkgp 
tgttt gtgpg ggttt tgtgt ttttt kpgtg ttttk ggtgt ttttg ttpti tgttt ttggt ggkgt tpgtp ttttp ttgtt 
ttgtt tgtkt gtgpt ttpkt ttgtt tkttk gtttt tgptt tpttt ttgtt gptpg pgtgt tttgg ppttt ppgtg itgtg 
tttgt ttttt ttgtt tgttt ttgtt ttptt ttgtt tggtt tgptt pgttg ggttk ttggg gtkpg tpttt ttttt ttppp 
ttttg ttggt ptttg tgktg ttgtg ttttt tpttp ggttk ttttt ptptt tgptt ttttg tgkgt pttgg gttkp tpggg 
tgttt ttpgt tgtti kgttt gttpt gtttg tgpgg tgttt ttttp ttgtt pggtg ttttt ttgtt ttppt tttpt tggtp 
ttitt ttttt ttttt tpgtt ktttt tgggi tggtk gtktg ttgtt tgtgt tptgt ttttg ttgtt tttgt ttpgp titgt 
ttttt ttttt tgttt gtttp ptttt ttttg tgttw ttttt ttttt tggtg ttggt ttgtt ttttg tttgg gtgtg pgttg 
ggttt ttgtp tggtw tggtt tgttt ttttt pkttt ttppg tpttt ttttt gggtt ggwtg pggtg gtgpg ggttt gtttg 
ggttt ttttt ppggg ttgpg ttgtt gtptg tgptg ggptt ttttp ttttw ptgtp tkttt tpgtt ttttp gtttt ttttt 
ptptp ttggt ggttt gitpt ttttt tttgg tgttg tttgg ttttt tgttg tgttt kktpt ttktt ptttg ttttg itttt 
tttgg gtgtp tttgt ttitp tpttt ttgtp gtgtg gtgtg tttgt tigpp gtgtg ptktt ttptt ttttt ttttg kttpg 
tpttt gtgtg ttttg tkttp gttgt pttgt tttgt gttgt ttttg ttttt ttttt tgttt ptttp ggttt igptt ttgtg 
ptttg tgktg tttgg gtgtt tpgtg ttgtt ggttg tttpt ttipt ttttg tttgt ttggt ptktg ttgtt tgtgt tttkt 
gtptt ptktt ttttt ptttt ttttt gpttt tpttt tttgt ttppg ttgtt ttttt ttttt tttki ttttt pggtt ptttt 
ttttk pttgt ttttp ittpt gpttp tgtgt ktgtt gtttg tpttg kttgt tgttt pgttg ttttk tggtt gwttg tggtt 
ttttt tttgt gtgtt ttttt ttktt gttgt tttpt tttpt gittt pgttt ttgtt tttgt gtgtt gkttt tgttg tttpt 
tttgg ptttt ptgpp ttggt gtttg ttgtt ttttt gtttg tpttt ttttt tggtp ttttt pggtg ttggt tttpt ttggt 
gtttt ttttt ptggt tgttg kttpt gtwtg tttgt gpttt ttttt ttttt ppttt ttttt gtggk gtgkt ttttt ggttt 
ttttt gtptt ktttt tttpg tttgp ttttt tkgtt ttttt ttgtp ttttt gttgt titgt gttgt ttgtt tgggt ttktp 
tttgp ttggt tgtkt tgttt ttttt ttgtt ttgtt tttpg tptgt pttgk ttttt ktttt ttitt ttttt ttttg tgpkt 
ttgtt tgttt ttgtt ggttg tttgg tgttg gttgp ttptt tgtgg tgtgt ttttt ttttt tttgt ttttg ttgtt tptgt 
itttt gttgg gttpt ttttg tgttt ttktt tpttt ttggt ttttt tptpg pgttt tptgt gggtt ttttk ttgtg ttttt 
ttpgt ttttt ttgtk ttttt tttgt ttgtg gttgt pgttp ttttt ttggt kggpt ttptt ttttt pgtgg gttgt tttpt 
tpttt gtgtt ggtkt ttttg tptgt ttttt ttttg gtgtt ggttp tgtit ttgtt tgttt ttttg ttgtt tggtg ptgtt 
