rzrkr zrzrr rrrrr rgzkz rrrkk rzrrr rrrrr zrkrr rrrrk rrrzr rzrkr rrrzr zrkrr rzrrk rrzrk zrrkn 
rrrrr rrrzr kkrzr rzrrz rrrzr rrrnr rrkzz rrkrr zrrrz grrzz rrrrr rrzzz kkzrr zrrkr rrrrr rrzrr 
rrrrz rrrrr rgkrr rrrrr rrzrr zrrrr zrrzr rrrzr rrrrr rrrzz rzkrr rzrgr rzrzk rrnrr rrzrr rzrrr 
rrzzr zrrzr rrzrr zrzkk rrrkz rrrzz rrrkr zrzzk zzzzr rzrrr rrrrz rrrrr rzrzr rrzrr rrzrz ggrkr 
rzrrr rrrrr rrrzr rrrrr rrrrk rzrzr rrzrr rrrrr rrzrg rrzkz rrrrr rrrrk zzkrr rrrrr zrrkz rkrrg 
rrrrz rrrzr rzrrr rrzzr rrrrr rrrrr zrrkr rrrrz zzrrr zzrzr rrzrz rrgzn rrrrr rrkkr rkrzz zrrrk 
rrrrz zzrrz rrrrr krrzr rrrrr zrrrz krrzr krrrr rrrrr zgrrr grgrr rrrrr rrzrr rrrzr rrrrr rrrrr 
rkzrr rzrrr rkrzr zkrrr zrzzz rzrrr rzrrk krrrr krrzr rzrrr rrrkg rrrzr grkrr rzrrr rkrrz zgkrz 
zkzrz rrrkr rrrrr rrrrz zrrkr krrrr rrzzr rrrzg zrrwr zrrrr zrrzr rrzrz zrrrr rzrrz rrzkg zrrrr 
rrrzr zzrrr zzrrr rrzrr zrrrr rrrrr rrzzz rrrzr rkrrz rrrrr rrzrr rrgrr rrrrr rrrrr rrrrr rrrzr 
rzrrr zrrrz kzrnr rzzrr krzrr rkkzr rkzrr zzrzr rzrrz zrrzr rrzzr rrrrr rrrrz zrrzz rrrkz zrzrr 
rrzkr zrrrr rkrzr zrrrr rrrrz rzzgr rgrkr zzrrr rrrrk rrrzk zzzrr rkrkr krrrr rrrrz zrrrk kzzrr 
rzzrr zrrkr rzrrr rrrrr rzrrr grzrk kkzrz rrrrr rkrgr rnkzg rrrzz rkkrr rrrrz rkrrr rkrrg zzzrr 
rrrzr rrzrr rrrrz zrzrz rrzrr zzrrr krkrz zrrzz kkgrk rrrrr rrrrr rzzzr rkrgr rrzzz rrrrz rrrrk 
rrrrz rzrrr rrrrk rrrrk rzzrz rrkrr rrrrr rrrzr zrrrg rrrrr rrrkr rzrrr gkrrr zzrrr kzrkz gkrzr 
zrrrz zrrzr rrrrz rrkrg rrzrr rrkrr rrgrz rrzrr rrkzz rrgkz rrzzr rrrrz rrkrz grrrr rnrzr krzrr 
rkzkr zrrzr rrzrz zrkrr rzzgz nzrkr rrrgz rrzrr rzzzr rrrzr rzrrr rrgrr zrrrr rrzrr rwrrr rkzkr 
rrrzr rrrrr rrrzk rrrrr zzzrk rrrrr gcrzr krkrr zrnrr rzrrr rzkrr rrrrr rzrrr rrrrz zrzrz rrrrr 
krrzr rrzrr rrrkr zkrrr rrrrk grzzr rrrnr zrzrk rrzrz rkrkr rrrrr rrrrg rzrzk krrzr zzrkr rrzrr 
rzrrz rkzrz rrrrk rrrzk rzgnz rzrgr rrrkr rrzrk rrrzr rrzzz rrzrr rrrrr rrzrr rrrrr rrrzr rzrkr 
rrrrz zrkkr rrrzr kzrrr krrrr rrrrr rzrrr rrzrz zrzzr rrzzr rrzrr krzrr rrrrr rrrrz rzrzr zrrzr 
rrzrz zrrrz rrkkr zrrrz rzzzr rrzzn rzgzk rrrrr rzzgr zrrrr rzrrr rzkrr zrzrr gzrrg rzzgr rrwzr 
zzrzr rgrrz zrrrr rrrrr zrrkr rrrrk rzrrz rzrzr rrrrz rrrrz rrkrz zzrrr rzrkr rzrkz rrkrz rnrrr 
rzrrk rrrrr rrrrr rzrzr rrzrr rrrrr rrkrr zkrrz rgrzr rrrrr rrrzr rrrrz rzzrz zzrrr rrzrr rrzrk 
rzrzk zrkrz zrrzr zzrrz rrrgr zrzrr rrrrz rrrrr rrrzz rrzrr rknrr rrzrz krrkr rrzkr zrrrr rrrzr 
rzzrr zrrrr rrrrr rrrrr rrrzr rzrrr rrzrz rrkrr rrzrr kzwrz rrrrk zzzrr rkkzr rrrgr zgzzk rrrrz 
rkrzr kgkrr zrrrr rrrrr rnkrr krrgr rzzrr rrzrr rrrnr zrrzr rrrzr rrzzr rkzzr zgzrr rrrzk rrrrr 
rrrkz kkzrz rrrkr zzkrr rrzrz zrzrz zrrrg rkrrr zrzrr rrrrz rnrrr rzrrr rrrrz rrkzr rrgrr zrrkz 
rrzzr rkrrr zrrrr zrrrr rzrrk rzrrr rrzkr rgrrr rrrrr rrrrz rkzrr rrzkr rkrrr rzrrr zrrrr rrkrr 
zrrzz krzzr rrrrr zrzrr rrrrr zrwgz zrkrr zrzzz rrrrr rrgrz rrrrz rzzrk zrrrr zrrrr rzrzr rzrgr 
rrrrr rrrrr zzrrr rgrrr krkrr rrkrr rrrnz rrrgr rrrzr rnrzz rzrrr rrrrr rrzrr krrrr zrrkr rzzzr 
rrzzk rkzrr zrzzr rrrzr zrrrr zzrrr rzrrr rrrzk krrzg rzrzz rgrgr zrzrr rrkrr zrrkr rrzrr rrrrr 
zzzrr rrzrz rzzrr zrrrr rrrrr zzrrr kzggz rrrzr zrrrr rzzwr rkrrr zzrzr rrrrr rzzrr rrzkr rrzrr 
rzrrk zrrrr rrrrz zkwgr rzrrr rzrrr rrrrz rrrzr zrzrk rzzrr krrrk zrrrz zzrrr zrrrr rrzrr rrrrr 
rrrrr rrrgr rrrrg zrzrz rrgzr zrzzz rrzzr rrrzr rrzrz rrzrz krrrk zrrzr zrrrz rzrzz nrrzr nzkrr 
gzzgz zrrrk rkzkr rrrrr rrrrr knkkr rrrzr rrrrz znrrz rrzrr rrrzr zzzrr rrrrr rrrrg rrrzr rrrrz 
rzrrr rrkrz zrrrr zrrrz rrkrz rrzrk rrrrg rrzrz zrrrr rgrrr rzzrr rzrrr rzrrr zrzrr rzrrr rrrrr 
zrrzr rrrzr rzgrr rrzrg grkzr rzrrr rkzzr rkrrr rrzwr rzzkr rkrzk rrzrr rrzgz zzrrr kkxrz rrrrk 
rzrrr zrzrr rzzrr rrrrr grrrr rrkkz grrkr zrrnr rrkrz zrzrr rrrzz rrrkz rkrrr rrrrk rzrrr rrrzr 
rkrrz rzkrz zkrzr zkkgr rzrzr rzkrr krrrr rrrrr rrzzz rkrrr rrrrr rkczk kzzrr zrkzr rzzrz rkrrz 
rrrzr zrrrr rrzzr kgzzk krrrr rrrrr rzrrr gzzrr rrrzr zrrrr rzzrr rrrrr rrrrr zrrrk rrgzz rrrrz 
rrrrr zzrkn rrrrr rrrzr zrrzz zzgrg rrzrr rrrrr zzrzr rkrrz rrzzr zrzrr rrrrz zkzrz zrrrk rrrrr 
rrzrr zkzzz rrrrr rzrrr rrrrr rkrrr krrzk rrkkk rrrrg rrrrr rrrzr rzrrr krkzr zrzrr rrzrr rzrrr 
rkgzz rkrrn rznrr zzrrr rzrrr rrrrz zrzrr rrrkr rzrrz zrzrz rrzrr rrzrr zzrrz rzrrr rgrzz rrrrr 
rkkzr krrrr zzrgr rzrkr rrzrr rrkkr rzrzr rrkrz rkrrr zzrrk rrrrr rzzrr rrzrk zrrrr rwrrz rrzzr 
rzrkz rzrrr rrrkr rrrrr rzrrr rrrgr crzzk krrzr krzzz rrrzr grrkz zrrzz rzrrr rrrzz rrzrz krrrr 
rrkrr rrrrr ggrrr zzrrz rrrrr rrrzr rzrrr rrrrr rrgzz rrgrz rrrrr rrkrr rrrzg rrrrr rrrrr zzrrr 
zrzrr zrrrz rrrrr rrrzz zzrrr rrrrr rrrrr rrrzr rrrrz rrrrk rzrrn rzzzz rrrkk wzzrr rzrrr rrrrg 
zzzrr rrrrz rrrrr rrrrr zrrrr zrzkr zrrrr rrrrr rkzrr grzrr rrzrr zzzrk grrrr rrzzr rkrzr zrzrr 
rzrrr krrkr zzrrr zzrrz rrrrr rzrrr rrzkr rrrrr zzzrr rrrrz rrkrz rrrrz krzkr zzrrn rrrkz rzrzr 
rzkkr rrgzr rrrkr zrzkr rrrzz rrrrr rrrrr rrrrr zrrrz rrkrr rrrrg rrrrz rzrrz rrzrr rwrrz rrrrr 
rrkrz zrgrz rrrrr rzkrz zrrzr rrrrk rrzrz rrrgr rrrkz rrzrz rrrrz rrrrk rzrrr rknrr zzzzr rkrkr 
rzrrr krrrr zgrrr rrzrr kzrrr krrrg rrrrz rzrrr zkkzr zrzrz rrrrr irzrr rzrrz zrzrr grzrr rkkkk 
grrrr zkrzk rzrrr rzrzr rrrrr zrrgr krrzr grkkz rrrrk zrrrz rzrzz rrrrr rzrrz rzrzk rzgzr krrrr 
rrkrz rrrzr rrrrr rkrzr rkrrk rrrrr rrrrz krrrz rnrrr rrrrr rrrgr rkrrr rzzrr rzgzr rrrrr rkrrr 
rrzkz zzzzr zrrrz rrrrz kzrrk rrrrr rrrrr nrrrr rrrkk rzrrr rkzrr rrrzr zrrrr rrzrr zzzrr rrkrr 
rrgrz rzzrr rzrrr zrrrr rrzrz kzrkr zzzzr zrrrk krgrr grzrz rrrrr rrrkr zrzrr rzrrr rrrrr rgrrr 
krrrz rzrrg rkzzz rzrrr zrrrr rrrzr rrrrr rrrrr zrznr zkrrz rkrzz zrrzr krgkr rkrrr rkrrr rrrrr 
rkrrr rrrgr zrgrk krrkz rrzzg rrzrr rrrgr rzrzr rrkrr rkzrr rzzzr rrrrz krrzz grrrr zrrrr rrzrg 
rrrrr rzrzr rzzrr rrnrr zzzrz rkkrr rrzrz rzrrr zzrrz zrkrr rrrzr rrzzz rrrzz rrrrz zrrrz rkrrz 
rrgzk zrrrr rrrkk rrzrr rrzkr rrzrr rzzzz rgzrr krzrz rzrrz krzrr zzrkr rrrrr rkrzg zrrrz zzrzr 
rrrrr zrrrk zzrkr zkkkr rrrrk zrrzk rrzrr rrrrr rzrrr zrwrr rrrrr rzzrr rzzzr rrzrr rrzrz rrrrz 
zkrzz rgkzr rkrzr rrrkr rznrr rrzrr krrzr kzzrr zzrrr rrrrr zzzkr rrkrr zrrrz rrrzz rzrrr zgrrr 
rrzrr rzrrr kzrrr zrzkr rrrrz zzzrz rrzrr rnrrr zrzzr rkzrr kzrrr zrzrr rrrzz rrrzz rrrzr rrzzr 
rrzrz rkrzr zrrrr rrrrr rrrrr rrrrr rrrrk rrrrr rrrzr zkgrk rkrrz rzrrr rrrrk rnzrz grrzr rnrrr 
rrzrr rrkrg rrrkk rrrrr rrzrr rzrrk rrrrr zrrrr nkrrr rrzrz rrrrr krrrr rrrrk rkzrr rzrgr rrrzr 
zkrrk krrrr rrrrr rrrzr rzrzr zkrzr rzrrg rrzrr rrrrz zrzzr rrrgr kzrrz krrrr krrrz rrzkr rrrrz 
rgrzr rrrzr rzwrr rzrzr rrrzr kzzzr rrrrr zrrrr rzrkk rrrrr rrrrz rzrrr rrzrr rrzrk krkrr rzrrz 
zkczr zrzrr rrrgr rkzrr grrzk rrzzr kzzrr zzzzg zrrrr rrzrr rrrzr zrrkz rrrzz rrrrz rkrzr rrrrr 
rrnrr rrrzz rzrrz rrkrz zrrzg rrrrr zrrzr rkzzz rkrrr rrrrr krrrr rrkrr rrgkk rrzzr znrrr rrrrr 
zzrrr krrzr zrzzk rrrrr rzrkr rzzrr rzrrr rrrzr rkrrr rrkgz krrzr rkzrr rrrrr zrnzr krrnn rnrzr 
rrzrr rzrrr gzrrr rrkrr rrzkr krzzr rzznr rkrzr rrrzz rkrrk rzrkk rrrrr rrrrr kzzrr kzzrr rrrrk 
rrrzz rzrrr grrzz rzrzr zrzzr zrrrr zrkrr kzkrr rrzrr rzrrz rrrrr zrrzr rzrrr zzkrr rrrrr rrzrz 
rrzrz rrrrr zrrrr rzrrr zrrrr rrrkr krrrr rrznz rrkzr zrrzr rzrrr zrkrz rkkzz zrrzr rrkrz rrzrr 
rrrrr krrkr rrrrg rrzzr zrnzr zzzrr zrzwz rkzrw rzkrz rrrzr rrrrk rrkrr rrrrr rrrrr rrzkr rrrrk 
rrzrr rrrrr rkzkz grrrk zrzrr rrrrr rrrrk zrrrz rkrrr rrgrr rrrrr krzrr rrrzr rrrrr rrrzz rkrrk 
rrrrz rrrrz rkrzr grzrr rgrrr rrrrr rrzrr rzrzz zrkzr rrrrr rzrzr krrrr zzzkr rrrrr rzgrg rzrrr 
rrrrr rkrrz rrrrr kzgrr rrrzr zrkrr zzrrr zzrrr zrrrr rrrzr krrrr krrkr krrzr zrrrr zrrrk zzzrr 
rzrkr rrrzr rzrgz rzrzr zzrzr kzrkr rzrrr kzzkr rrrrr zrrzr rrrzr rrzrz rrzrr rkzzr rzrrk rrrrk 
rrrrk rrrrr rzrrr rkrgr rkzrr rzrrz rrrkr rrnrr rrkrz rcrrg rrrrr rrrzr kzrrr zzrzz rrrrr krkzz 
rrrrr rrzrr rrrrr rrzzr rrrrr krrzz rzzzr zrrrr rrzrr zrzrr rzrrk rrrrr rrrrr rrrgz rrrrr rrzrg 
kkrrz rrrrr rkrnz rrkrz rrrrr rrkrr rrzgr krrrr zrzzz rrrrr rgrrk rrrrr zrrkz rrkzr rrrkr rzrrk 
rrzrr rrrrr zrrkg zrrrr rrzrr rzrrz rrkrr rrkrr rrzrr krkrr rrzrk rkrrr rrzrr zrkzr rzkzz krzrz 
rzgkr rzrrr rrzzr rrrrr zkrzr rrrrr rrrrr zzrrr rzrrr rrzrr rrrkr rzrzr zzrrr rzzzr krkrr rrrrr 
grrzr rrnrr zrrzk rkzrr zrrrk zgrzr rzrrr rrzzk rrzrr rkrzr rzrrr zrrrr rrkrr rrzrr zrrzz zrkzg 
rrrrr krrrk zzzzr rkrrz rrrzr rkrrz rrrrk krrrr rrrkr rrrrr krgzr rzkzr rzkrw rrrrg kzrzr rrzrr 
rrrrr krrzr rrrrz zrrrz rrzzr rrrzr rrzrr rkrrr zkkrr rkrzz zkkrr rrrrz zrrrr rkrrr rzzzr rrrrz 
rrrrn kzrzr rrzzk rzrzr rrrzr rrrrr zzrrr rzrrr rrrzr rzrrr zrrrr rrkrr rrrrr rkzkr zrrzz zzzrr 
zzrrk rkrrr rrrkk rrrzr rrrzr rrzrz zrrrr rzrzr krrkz zrkrr rkrrr rrkrz rrzrk zrrzz rrrrz rrrzr 
rrzrr rzrrr rrrzr rrkzz rzrrr rrrrr rzzkz krzrr rrrrz kzzrr krzzr rrzzz rrrzr rrrrr rrrrk kkrrr 
rrrzr zrzzr kkzrr rrgzr rzrzr rrzrz zrkzr rrgrz kzkrr zzgrr rrrgr rzzzz zrzzr zzkzr zrrrr rrrzk 
rrrzr rzrkr rzrzr rrrrr grrgz rkkzr rzrrr rrrzk rrrrz zrrrr rrrrr rrrrr krzzz rrrrr kzrrk rrzzr 
rrrzr rkrrr rrrzr zrrzr rzzrr rrzrr rrzzr zrrrz rrrrr zrzrr rkrrr rrrrz zkzzz rzrzr rzrgz rrrrk 
rrzzr rzrrr rzrrr krrrr zrzrr zzrwk krrrr zrkrr rkzrn rzrrr zrrrz rzrrk rrkrr rzzrr grrzr krzrr 
krrrr rrrrr zrrrz zrzrr rrrkz rzrzk rrrrr krrrr rzkrr rrrzr rrrzz zrrrr kzrgr rrzrr zrzzr grkrz 
zrrrz rrgrr rrrzr rrrzk zrrrr rgkrz rrrrr rrrrr rrkzn grkrr rrrrz rzrrr nrrrk rrzrz rrkrr rrrrz 
rrrrr rzrkr zrrrr kkgrr rrrrr zrrzr zrzrr rrrrz rrrrz rrrrz rrrzr rrzcr rzrrz grrrr rkrrr rrzkg 
zrrgz rzrzz rzrzr rgzzr zzrrn grzrr rzrzr rzrzz zrrrr rrrrr zrrrr rzkrg rrrrr rrrnk rrkzr zrrrk 
rkrrr kzrzr rrrrr rrrrr zrrzn zrrrr rzrrr rrzzk rrrrz rzrkz zrkzz rrrrr rrrrz rzrrz rrrrr grrrr 
zrzkr zrzrz rrrzr rrzrz rrrrr rrrrr rrrrz zrrrz zrzrz rrrrg zzrrr zrrkz zrzrz rrgkz rzrrr rrrrr 
rrzrr rkgkk rrkzk zrkrr rzrgr rgrkr rzrrz rrkrr rwrzk rzrrr rrkrr rzrzr krrrr zrkzr kzrkr rnrrr 
krrrr nzrrr rzgrr zrrzr rrkgr krzzr rzzrg rzrrw rzrgr rzzzr rzrrr kzrrr rrzkr zrrkg zkrrr zrrrw 
rzrrr rkrrr zrngk rrzzr rrzzr rrrrk rzrrr krrrr rrrrn zrzrr zzrrr rrkrz rrrrr rrrkr rrrrz zrrzr 
zzrrr zrzgr zrrrr zrrrc zkrkr zzzgr rrkrr kzrrr zzrrr zzzzr rrzzg zkgkr rrrrz kzrrr zwrrr rrrkr 
rrrzr kzrrr rrrrr kzzrr rrrgz zkrzr rrrkr rzwrz zrrrz rrrkr rrrrr zkrrr rrzrr kzrzr rrrrr zkrrr 
rrzzr rrrzr rzzrr rzrrr zrzrr rrrzz rrrrr rrzrz rrzrk rrrrr rzrzk zrrrr rkrrr zrrzr rzkzr rzzzz 
rrnrr rrzrr rrrrn zrrrr rrrgz rrkrr krzrr rkrrr zgrzr zrgrr rrzrz rgrzr kzzzr rrrnr zrzrk zrzrg 
zgzrr rrrkr krrrr zzrrr zrznr zrzzr rrrrr rrrrr rkrrr zrzrr rrrrz wrzrr rrrrr rrkrk zrzzk rrrrr 
zrrrz zzrzr zrrrr rzzrr zrzzk rrrrr rrkzz rrzrz rrkrr rzrzr zrkrk rrrrr rzrrz rrrrr rrrrz rrkrz 
rrrrz rrrrr rrrrr rrzrr rzzgr rrkkr rrrrr rrrzr rzrrr rrrzr zrgrk zrrrr rrrrr rrzkr krrrr rrrzk 
rrrrg rzzzr rrzzz rrrgr rzrrr rzrrr zzrrr zkzrr rzrzr zrrrk zzrrr rrrzr rrrkk rrkrr rgrrr rrrrr 
rrrrn rzkrg rrzrr krrrr rrrzr zrrgz zzrzk rrzzr rrrzz rzrrr rrrrr rrwrr rrrkr rrrrr zrrzz rrkrw 
rzrzr zrrrr rkrrr zrrrz rrkzr rrrnr rrzzr zrrrr rrrrk zrrrr zkrrr rrrzg rzrkg zzgkr rrrzz zrrzr 
zrrrr rrrzz rzzrz rzrrg rrgrr krrrr zrzrz rrrkk rrkrk rrrgr rgrzr krrzr zrzzr grrwr krrrk rrrgr 
rrrkr zrrrr zrzgr rrrzk gzrrr nrrrz zrrrr zrrrr rkzzr rrzrg rrrrr zrzrz rzrzr kzrkz zzrrr rkzrz 
rzrrz zrznr rzrrr rrzrg krkrr krrzk rzrrr zrrzz rzrrr rrzrr rrnrw zrwzr rzzzz rrzkz zrzgk zzrrz 
rrrrr nzrzr zzrrr rrrnr zzrkr zrrrk rrrrz rgkrr kzzzr rrkrr rrrrr zzzzr rrrwr rrzrr zrrkr rkrrz 
rrrkr grzrr rrzzr rrzrk zrrrr zrzrr rrrkz rrrrg zrrrr rkrkz rrzgr rrrrr zzzrr rkzrr rrkkr zrkrk 
zzrrr grzrr zzrrr rzkcr krzrr rrrrz rrrrr rrrzk zrrrz rkrzr rrrnr krrrr rrrzr rrzzr zrrrz rzrzr 
zrrrk rrrzk rzrrr rrrrr zzrrr rrrrr rkzrr rrrrk nrrrr rrrzr krrrr rzzrr rzzrr krrrr zrzzz rzzrr 
zrrrr wrrkr nzzrz rrrrr rrrrr rzkrz rrrrz rrrrn zrrrr knrzr rzrrr zrzrr rrrrr zrrrr rrrrr rzkrr 
rkrrr rzrzz zzrzr rrrrz rrrzk rkrrr rrrrr zzzkr rrrzz rzzrr rrrrr rrrrz rrrrr rzrrr rrzrr krrkz 
rrrkr rrgzr znrrr krzrr zrrrz grrrz rrrrz rrrzr rrrrr rzkrr rrzrz zrzrr rzrrk krrkr zrrrz rzrrr 
rrnrr rrrgr rrzrr zzzrz rrrrr rzrzr rrrrr rrrzr rzrkz rrzrr rkrrr rrrrr rzknr zrzrr rrzrz rzrrr 
zrrrn rrrrr rzrrr rrrrr rzrkw zrzrz rzrrr zrrrz zrrzr kzrrr zkrzr zzrrr rrrkr rzrrr rkrrz rrrrz 
rrzkr knrrr grrrr rrrzr zrrrr rrrrr rrrzz rrzrk rrkzr rrgrr zrrrr rrwzr rrrzn rrrrr zrrrr rrrzr 
kzrrz rrzrz zzrrz rrrrz zrrrr rzrzz rrrrr zzrrr nzrrr zrrzr krrgz rkrzr zzrrr rzkzz rrzrr zkrkz 
rrrrk rrrrz rznrr rrrrr rzrzr rrrrr zrrzr rrrrr rrzzg zrrzr rrrrr rrrzk krrrr rrkrr rrrrr rzgzr 
rcrzz zkrrr zzzrz rrrrr rrrrr rzrzr krrgr rrrrr grzzr zrrzk rrzrr zzzzk rzrrk rrkkr rrnrr zkrrr 
rrzzr rrrzk rrrzk zrrrr zzrrr rzzrr rrrrz rrkrr rkzrr rrrrr rrrrr zrzrz zzrrr zzzrr grkzr rzrrk 
krrrg zzkrr rrrzr gkrzr rrzrr krrzr rrrrk zgzrr rzkrr rrgrk krrrr rzrkz rrgrr zrrzr rrzrz rrrzr 
krkrr rrrzr krrrr zrzrr rrzrg rzrrz rrrrr rrzzr rrrrz rnkrr rrrrr rkzrz zzrrr rrrrr rrzrr rrrrz 
rrzrr zkzzz zrrzr zrrgz rrrkr rrzrr rrrrr rrrzk rrrzk rrwrr kkzrz rrrrz zrzrr zrrrr zzwrr rkrzr 
rrzrr rkrrr rrzgk zrrzk krrrz rrrrr zrrrr rrzkr zzrrk rzrrr rrrzr kzrrr zrrrr krrrr zrkzr rrrrk 
rzkrk grzrr rzkkr rrzrr zzrrr rrkrz rkrzr rrrrz rrrrr zzzzz zrkrr zrrrr rzrrr rrzzr rrrrr rrrgr 
zrzrr rzzgr rzrrr rzrrz zrkrr zzzkz rrrrr rrrrr rzrrr rrrrk rrrkr rrrrr rzrrz rrkrr zzrrz rrzzr 
rrrrr zrzrz zkrrr rkzzx rkrrz rrrrr zrzrr krrrr rrrrz rrkrr zrrrz zgrzr zrrzr rzzrk rrnkr zzrrr 
rrrzr rrgrr krrrr grrrk rrgzr rrkrr zkrrr zrrrz gzkkr rzrkz zrzrr zrrrg rrrkr rrrrr rzrzr rzzzr 
rzrkr zrrrk rrrrr rrrrr rzrrz rrrrr rgzrr rrrrr rrzrr rrrrz krrkr rkzrr rrrrz rkrrr rrzkr rrkrz 
rzrzr zkkzr rrrrk gzkgr rrrrr krzkr rrrrz rrngr kzrgr zrzkr grrrr rrzrr rrrrr grrrr rzzrr rrrzr 
rrrrr rrrrr rrrrr rrkrr rzrrz rrzrr rrzzr rrkrz rrrrr zrzrr rzrrr rkrrz rrrrr rzrrr rrzrz krrrr 
zrzrr zrrzr krzrz rrkkz rrrrr rrkkr rnrrz rzrrz rrrrz krrrr rzrrr zrrrr zzrrr rkrwr zkrrr zzrzr 
rrrrg rrzrz rgrzr zrkrr rrrzr rrzrr zrrzz rzrzr rnzkr kzrrz kkrrr rzzkr rzrzk rrrrr rrkrz kzzrr 
rrrzr krrrr rnzzr rrzzr zrzrk rrrrz rrrrr rkrrr rkrrr rwrkr grrrr zrrrr rrrzr rrzrz ggzrr krzzr 
rrrzr zrzkk zrzrr rrrrr krrrr kkrrr zkrrr zrzrz rkzrz rzrzz grzzr zrrrz zgrrz rrzzr zzrgr rrzkk 
zrrrr krrzr krzzr krrzr zrrrz krrrz kzrzr rrgrr zrzzz krrrr rrrzr rzrrk rrrrk zzrrr rrnrz zrrrr 
zzrcr rrrzz zrrrr rzrkk rrrzr rzrrr grzrz rkrzr kgrkr rrrrr krrrr rzrkr rrrgr krrrr rgzzr krrrz 
rrzrr rzrrz krrzr zrzzr rgrzr zkzrk rrzrr zrgzz rrzrr rrrrr rrrrr rrrzr rkrzr zzrrr zrzrr rrrnr 
rrzrz rrzzk rrrrr rrrrz rcrrk rrrrr rrrrr zkzzr rgrgz rrrrr rzrrr rrrzr krzrr rrzrk kzzrz zrrgz 
kkrkk zrrzr rrrgz zrrzz rrrrr rrrrz rzrzr rrrrn rrrrz rkzrr rzrrr rrrrr zkrrr rrzkr wzrrr rzrrz 
zzzrg krrkr zrrrr rnrrz rkrrr rrkzr rrrgr zzzrz zrkzr rrrrr rrrrk rrrrr kzrrr rrngk rrrrk kzrzr 
rnrzz zrrrr rzrrr rrrzr krzrr grrrz rrzrz zzzrr rrrrr krzrr rrrzr rrrrz zzrrz zrrzk rrrzr rrrrz 
zrrrr rrrrr rzgrr rrzzz rrrrr rrzrz zrrrr krrrr rrrzk krzkr rrrzr rkrkr zrrrr zzrrz rrrrz rrrrr 
rzrrr rrrrr crrzr rzzrr rrzzz rrrrr zrkrr rkzrr zzrrr rrzrr kzrrr rrzkr zzrzz rrrgr rrrzr rzrzr 
zrrkr rrznr rrkzr rzgrr rzrzr rkzzz zzzrz rrrzr krrzr krrrz rrzrz rrzrk rrkgk zrrrr rrzrr kkrzz 
rzrrr rrrrr rrgkr rrzrz zrrrr rrnzk zrzrr zzzrr rrzrr knrkr rrrrz rrkrr zrrkr rrzrk krzzr zcrzr 
rrrrr zrrzk rgrrr nrrkz rrzzr zrzrr zkkrz rrzrr kzrkr rrrrr rrrzk rrzrr grrrz grrrr rrkgr rrgzr 
zzrrz rrzrz rrrrr rrrzr rrzgr zzrrr nrzrr rrrrr rrrzr zrrrr rrrrk rzrkz rrrrz rzrrz rzrrg zrgrr 
krrrr rkrrz zzrrz rgzrz rrrrk rrzrz zrrrr rzrgz rrrzz rnrrr zzrkr zzrzr rrrrr rrrrr rrrrr gzrrr 
krrzr zzrzr rrrrn rrkrr zrrrz rrzzr rzrrr rrrrk rzrrz rrwzz rrrzr rzzzr grrzr rrzzr zrrrr rrrrr 
rzzzr rzrzr rkrrr rzrrr rrzrr wzzzz rzrrk nrrrr krzzr rrrzr rrrrr rrrrz rrkzk zrrrr rrrrr krzrz 
zrrrr zrrzr rrkzz grrzz rzrrr krrrr rkrzr rkrrk rzrkr krrzr rrrrz krrzr rkzrr rrrrr krnzr rrrrz 
rrzzr rrrgz rrrrr rkrrr rrzrr rrzkz rrzrr grrrr rrkzr rrrzr zrrrr krzzr zrrrk rrrcr rrrrr rrkrr 
rzzzr zrzrr rzzrr grrrr rrrrk rrzrr rrrrr rrrkr wrrzr krrgr rkzrz rrgzz rzrrz rzkrr rrrkr zzkzz 
rzzkr kkrrz rrrrr rzrzz rrrzr zrrwz zrrrg rrzrr zrkrz zrrgr rrrrr rrzrr rgrzr rrzzr rrrrr rrrrr 
grrzr rzrgn rrrrr rrrzr rrrrr rrzzr rrrzr rrrrr rrrrz zrzrr rzrzr rrrzr zrrrg rrrrr rkrkz krrrr 
rrrrr rrrrz rzzkn rrzzr zkrrr zrrrz rrzzr krzzz zrrzr rrrrr krrrr rrrrr rzzrr rrzrr krrrr rzrrr 
rrrzr zrkrr rrrrr zrzzz rrrrr zzzzr rrrrk zrrrz rrrrk rzrrk rrrrk zrrrr rrzrz rzzrz krrrz rzrgr 
rrkrr rrrrg rrkrz rrzrr krrrr rrrrr rrrzr zrrrz rrrrr rrrrr rrrzz rrrkz rrrrr zrrrr grrzr rrrrk 
zzzrz rkrrr zzrrr krzrr rzrrz grrzr rrrrr rzkzr nzrzr rzngr knrrr zzrrr rrrrg rrrkr zgrrk krrrr 
zrrzr krrrr rzzrg rrrrz rrzrk rrrrr rkzrw rrrrk zrrrr zrrrr krrrk rrrrr zrzzz rrzrz krrzr zgzrz 
zzrzz rkkrr zrrrz rrrrz rzrrr rrrrz rkrzg rrrzz zgrzr rrkrr rrkzr rrrrr rzrrz rkkrr rrzzr zrrkk 
rrrrr rgzgk zrkrr rrrrr rrrrz rrrrz rzkrz rrrrz grrrz zzknz zrrrg rrrrr rrrkr zrrrz rnrzr rrgrz 
