ttttt ttttt qqtdt tqttt ttttt dtttt ttttt qtqyt qttdq qqttt ttqtq tttqt tdttt tqqtt yttqt ttstt 
qqyqq ttqtt tqttt tttdt tqttt tttyq tqqty tqttt ttttq tttdq tqtqt tttqq dtdqq tqttq dtddt ttttt 
qttqt dttqy dqqdt tqtqt qqytq ttqdt qttqt ttqtd ttdtt ttttt dqqqq qtqqt qtttt ttqtq qttqd tqttt 
ttytt qttqt qdqdt tttdt qttqq qdtqt qtttt tqttt tttqt qtqqt tttdt tqtty ttttt qtqtt qqttr ttqtt 
yqttt yttrt qqttq ttqtt ttqtt dttqt ttttt dqqqt ttqtq ttytt dqtqt tqttt tdtdt qtdqt ttttt ttqqq 
ttdtt ttttd tttqt qqqqq ttdtt tqyqt qqttt tttqq dqqtt tqqtt dtttt tdttt ttqdd qtqdt tqttt qtttt 
tdttt ttttq ttdtt qqqtt ttttt qtttq ttqtt ttttq tqttt tqttt ttytt ttttq ttttt dqdtt qttqt tqtqt 
dttqd ttqdq tdtqt ttttt tqqtr tqqtq dtttt tttdt ztdtt ttttq tttqt tttyq qttdt tttqd ttqyt tqtyt 
ttttd tqttq ttttq tttty qtttt tttqd ttqqd qtttq dtztd ttttd tttyq qtttq qqttt tqttt tdttt dqdtt 
ttqtq dtqtq qtdtt tqqtt tqttt tttdq ttqtr qtttt dttqd tqttt ztqqy ttqqt tdtdq ttttt qttdt ttqqt 
ttttt tqtyt dtqtt tttdt ttqtt ttdtt ttttt tqttt ttqqy ttddt tttqt ttttt tdqtt ttqtt zqttt tdttt 
tttqq qttqt tttqq tqqtq tttdt qtdtt dqttt dttty tttqt tttqt ttttt dqttt tqtdq ttttt ttdtt qtttt 
qttqt ttttt ttttt tqttt tttyt ttttt qdttt tttty tttqd tdttt ttttt qtttt ttttt ttttt ttdtq tttty 
ttqtt qtttt qdtqt ttqtt tyttt tdttt ttttt qdttt tttqt tttdt ttrtq qtqtt qtqtt ttqdy qyttt qqttt 
ttqtt tydtq qtttd ttttt tqttt tttyt tttqt qqtdt tqttd ttstt tttqt ttttq qtttt tqqtt ttttt qtttt 
dtttq tqqqq ttqqd qtttt ttttq ttdqq tqqtt tyqqq ttttq tztqt qtttq ydttq ttdqd ttttq ttttq qqtqt 
qqttd tttqq ttttq qtttt dqttd ttttt ttttz ttqqt ttztd ttttq ttttd tttqy ttdtd qqqtt ttttd ttqtt 
qtqdt tttqy ttqdt ttttq qttdt qtqtt tttyt ttqtt ttttd ytttq tttqt ttqtt tdqtt tttqt ttttt ttttt 
tttyt ttqtt tdqqd qqttt tqqdt tqttt dtqtt ttttt tqdtq tttqt tqqtq ttttt tqqtt tyttt tqttq ttttq 
ttttt ttttt qttqt tdqtq ttqqt ttytt tqqqt dtttt yttdd ttttq qqdtq tqqtt ttttq tqttq tqttq ttttt 
qtttt ytqdt ttqtt ttdtq ttttt qdqqt ttttt tqttq ttttt dtttt qtqtt tttqt tttqt dtttt qttyt tqttt 
tqttt tqttt tqqqy ztdtt qqttt tdtqt qtttt ttqtd ttqtq tqttt dttqt ttdtd tttdt dttdt qttqt tqttt 
ttdqq ttttt tqqtq tttqt ydttt tqdtt tqttt qdtdq tqqtq qtttt dttry yttqt tdqtq ttqtd ttttt rqqty 
ttqqd tttqt qtdtq qqttt ttttt ttqtt tdqtq dtttt qtttt dttqt qqqqt dttqt tqttt ttttt ttttd ttqqs 
tttqt tqtqt tttdt qttdt ttttt dtttt tqqdq qtttt tqttt ttttt ttttt qtttt qqttt tttqt ttqdt ttqtq 
qtqtt qqqdt tqttt ttqrq ttttt dtttt qtttd ttqtt ttttt ttqtt dtdtd ttrtt tttqt tttrt qtttt tqttq 
tqdtt tttdt qdtqq qttdq ttttd dtqdt qtttq qqttq tdtty ttttt ttqtt qqtqt ttttt ttttq tttqd ttytt 
tqqtq qqttt ttytt qqtqt ttttt ttqtt dqtdd ttdtt tqttt tqttq tttdd tdtqt yqttt tttyt ttqtt tqdtt 
tqttq tttqt ttqdy ttttt ttttt qtqtt ttdqt dtttq qttyt tqqtt drqdd qqtqt ttqtq ttttd qqqtq qdtqt 
tqttq tttqt ttttt ttqqt ytttq tytqt ttdqt tqttt qtttr ttttq dqttt tttyq qtttt ttqqt tttdt ttttt 
ttttq jtttt tyttt tttqt ytttq ttttq dtttt tdttt qtqqq tqyqt tqdtt ttqtq qtttt ttttt ttqtq ttdty 
tqdtt qtdty tttdt ttttt ttqtt qtttt qrqtq ttqtt tqttt tqtdt tqqtq tqrtt qtttt ttttt qqqtt qtqqt 
tttqt ttqtt ttttt tqtqt ttttt qtttt tqttt rtqtt tdttt qtdtd qrtqq ttqtd tqttt dtttt qttdt dqdtt 
ttdtd tdttt ttttd ttqtt dtttt ttttt tqttt ttttt tttty tqqdt qqttt ttttt qtqtt tdqtd ttttt tdtdq 
ttttt ttttq ttqtt ttttt ttttt tqttt qtttt ttttd ttttt dttqd ttttt tttqt ttttd dqtqy tdqtt ttttt 
qtqtt tdttt dttqt yqttt tttqt ttttr tqtdt ttttd tqttt ttdtd ttttt ttttq qtttt ttttt ttttd qqqqq 
dqttq qttdq ttqtt ttrtt qttqt qttrt tdttr tqtqq tqqqq tqtqt ttttt ttqtt tqttt ttttt qtqtd dtqqt 
tqqqq tqttq ttqdt ttqdq ttttq qqtdt qtrtd tdtqt tdttt dqttt tttyt tdtdt qztqq qytdt dqtty ttqqq 
tttdt ttqqt tqttt qqttq ttttq qtttt qtttt ttqqt tttdt tttqt qdqtt tdtqq qtttt qtqdt ttttt tqtrt 
qqtqt ytdtt tttdq dtttt qdttt tqqtt qtttd tqttt tdtrq tttqq ttttd tqqdt ttqtq qyqtt ttqtq qqqqq 
qyttt qdtty ytttt ttttt qtdtt tqtqd tqttq qyzdt qtttt qqttt tdttt qttdt ttttq qtttq ttttq ttttt 
tqqtt tttqq ttdtr ttydt tdttt ttqtq qqttt tqttt trttq tqttt tqttt qtqtq tttqt ttdty dqttt ytdtt 
ttqdq qqttt tdtdt tttts tqttt rtqtt tdtqt ttqtt ttttt ttttq ttdtt ttttd tttqt ttttr trqqt ttttt 
qtttq ttdtq rtttt qqtdt tdttt tttqt tqqtt tqttt qtttt qtttj ttttt dtttd ttqtt tqttq tqttt tqqdq 
qqttt ttqtt tqqqq tqttt tdttq dqqyt ttttt tdttt ttttt tdttt ttttr ttttt tqqtt tqttq ttttt qqtty 
tyqrq ttqtt tttqt qtdqt ttttt ytqtq dtqtt qtqtt tttqt qttqt qttqq tqttt tyttt tqttq qtttt dqttt 
tttdt tttqy tdtdt yqtqq tqtqt tqdqq dtdqq ttqyq ttqtq qqqtq tttqt qqttq tdtdt dtttq dtqtt ttttt 
ttttd ttqtd ttttt tttqq qtttt yqqtt ttqtq tttdd qdttt tttqt ttttt dttqt dtdqq tqtqq qytrt rqttt 
ttttt ddqqt tytqt ttqtt ttttt ttqqt qtttt tttqq tttrq tqttd ttttq ttttt ttdtt ttttd dddtt ttttt 
ttqtt dttqt qttdt rttty ttqtt ttttt tyttt ttttt qtttq qrttt tttdt ttttt tttdt ttqqd tqttt ttqqt 
tdttt qttqt ttrtt ttttt qtqtt ttdtq ttttt tqttt ttttq ttrtt qtttd dtqtt ttdtt dqqdq ttttq ttttt 
qttqt tdtqt tdttt dyttt ttdtd dqtqt tttqq ttydt ttqrt qttqt qtdqt dttqt qtttt qtqtq tttqq qqtqq 
ttttt qtttt ttqtq ttdtt dtqqt qqtdt ttqdt tdttq qqqqy qdqtt dtttt qtyqt tqttt ttttt ttttq ttqdt 
ttqtt ttqtt ttttt qtqtt qtydt ttqtq qdqtt tdqtq ttttt dqtdd dqtqt ttqtq ttqtt rtqyt ttqtt tdttt 
tttqt tqttt ttttq ttttq tqtqt qqtdq ytqtt ttdtd tydtq tqttq dtttq qtttt ttttt ttttt ttttt ttttq 
qttyt qttdt tttqt dtdtt qqdtt qrqqt qqddt qtttt qdttq dtttt tttqt ttttq tqqtt tqqtt ttqqt ttdtd 
ttttt dqttd tttdt ttttq ytttt dttqt ttttq qdqtq qtttt tqttt ttttt rttdy ttttt qqtqq ttqqt tqtqt 
ttddy tttqq qttdt ttqqt ttqtq ttdtt qtttt tyqtt qtqqq ttttt ttqtt ddttq tqttt qdqtt ttqqt dtrqt 
tqttt ttttt dtttd qqttt tqytt tttdq ttqtq qttqt dtttq dtttd qtttt ttttd tttqt tqqtq ttttt ttttt 
tytqt dtqtt dqqtt ttttq tyttq qqtqt ttttt qtttq qtddt ttdtt ttdtd trtqt ttttt ttztt qtttq qtttt 
qyqtq yttqt ttttd qdqqt ttqtt tttqt tttyt ttqtt ytdqt rtqqt ttttt ytttt tttqt ttttt ttytt qtttt 
qqttt ttttd tqttt qttyt tqtqt ztttq ttqdt ttqrq qtqtt qrttt qtqtt qtttq tttyt dqtqq ttttt tttty 
tzqtq qtrqt qtttq qdtqd ttttd qtqtt tdttt yddtt tqqtt qtttt ttttt ttttd tqttt qdttt ztytt tttqt 
trttt tttqt qtdtt tttqt qtqtt dtttt tqttq qqtqt qtqqq qttqt tdtdq tqdtt tqttt qqttq qttqt qqttq 
ttttq ddtqt ttttt ttqrr ttttt trqqq tqytt ttttt ttqtq ttqqt qttqq ttqtt qtqtt tttqt tttqt tttyq 
qtttt ttqtq tjqtt ttqqt ttttt qqttt qttqd ttttq ttqdt qttdt ttqyt tqttt tttty ttqdt tdttt qtttq 
tzttt qdqtt ttttt qtttt qdqtq qtttt ttttq qddtt tqttq ttttq qttty ttttd tttqt ttttt tyttq tqttq 
ttttr ttqtq dtttd tqqtt tdttt tyttt ttttt ttqtt qtttt tqttq ttqtt dtttd qttqt ttttd dqtty dtttt 
rqtdt qtqtt tqttt ttttt tqttt ttttt qdttt qqttt tttdt yqttq qyttt ttttt ttttt qtdtq qtttt qqtdt 
qdttt qtttt ttqtq qtttt ttqtt tqytz tdttq ttttt qtqtq tqttt qttqt ttqtt qtqqq ttttt ttqtt qtdtt 
dqttq qtdtt dtttq ttytq ttttt qqtqt tttqq ttqtd ttttt tddtt tqqtt ttttt qqtqt qqttt tqqtt yttqt 
ttttt qqtrt tttqq ttqqt tqttd tqdtq tqttt tqqtq tttqz qtttt ydttt ttttt tddtq qttqq ttttq yqqqq 
tqttt tyttt dtqtt ddttt tttdt dtdtq qtqqq ttqtt tqqtt ttttq qqqtt qtttd ttqtt ttqdt tttrt ttqtt 
yqtdt ttytt ttqtt tttdq ttqtt ytttt tqtqt ttttt tttqt tqqtt ttqqq tdtdt tdttt ttqtt tttyt ttttq 
qqqty qttdt qqttt ttqtt ytydt qttqt dtttt ttttt ttdtt tqttt tdttq ttdqt ttqdt qqttt ttttt qtttt 
qtttd ttqtt ttttt ttdtq ttqtt ttttt dtttd ttttt ttqtq rttqq tqttt ttttq qqtqq tqqqt tttqq ttyqt 
ttdqt ttdtt qtqtt ttttt ttdtt qtdtt ttddt ttqtt ttqtt ttttq ttttt ttdyt qtqtt qtttt tqqtt ttttt 
tttqq qtdtt ttqtd ttttt ttytt ttttt ttdqt tttty tqttt tttty ttttt qtdtq ttttq qtqqd dtttt qtdtq 
ttttq qttqq tdqtd qdtqt qtttt ttttt tqtqt ttttt tttzt ttttq ttddt dtttq tdttt tqttt ttttt qtqtt 
tqttt yqdtt ttqtt qtqtt dtydt tdtqq ydqtt ttqtd ttqtq tttdq qqttt qtttt ttdtt ttyqt ttttt ttttt 
qtqtt tttqt qqttt qtttt ttqdt tdttq ttttt qtttt ttttt qtqqt tqttq tdttt tttty tqtqq ttttt qtttt 
qtttt ytrtt tttqt tqttt qdyqt tytqt ttttt tqttt tqttt ttttd qyttt ttttt ztttq ttttt ttqtt ttttt 
ttqtt ttdtt qtdtt ttqtt tttdt ttttt ttqqt ttqtq ttqtd ttdqt tttdq ttqqt ttttt ttttt tttdq qtttt 
ytrqt qtttt tttqt dtttt ttttt ttqqq tttqt qtqyd tqqtr ttqtt tqtdt dtrtt qtttt ttttq tttzq qtttt 
ttttt ttqtt yttqt qtdtt ytqqd tttqt tttdt qtdtq tqdtt tttqt tqttd tttqt ydttt tttqt tqtqq ttttt 
ttqtt tqqdt ttttt rtqtd ttqtt ttttq ttttt dtqqt ttddt ttttt ttttt qttdq tyttt ttytt tdttt tdqqt 
tttqd ttqtt tttdt ttttt ttqtt ttqyt ttttq ttqtt tttqd tqqtq ttttq qqttq dttqt qtqtt ttztt ttttt 
tqqtq tqyty ttqtt qrqqt dtttq dtttt qttty qttyd tttqd ytttd tqqtt ttttt tdqqt ytttt ttddt qttqt 
tdtyq tttqt ttrqt ttdqt tqqtt trddt tttdt ttdqt qtqqt ttttt tqqqt tttqt ttttt qttdt tdtdt qdttq 
ttttt ttqqt ttddd ttddq ttqqt qqtrr dtttt ttqtq ttqtt qttqq tqttt dtttq ttttt tqqqt tttqt dtqtd 
yytyt tdttt tttqt qdttt qttdt ttttd qqtyt qtttt dtttt ttqtt dttdq ttttr qttdq qytqt tttqt tqttt 
qtttq tttdq tttdq dttqq qqttt tdqtt qtttt ttqqq ttttq tqtdt tttqq qdtqt ttttt ttttt ttdtt tttdt 
qtttt tqttt dqttq tqqyt ttttt tdqqt ttqtt tttqq tqttt tqttt tttdt qtqtt tqttq tttqt tqqqq tqqdt 
ttttt ttqqt tqdqt tdttt ttttt tttqt tqtdq ttttt tqttt tqttd qqtdd tqttt dtqtt tddtt tqqtq rqttq 
tdtqt ytttt ttdtr tqttt tttty tdttt ttqtt ttrtq ttttt ytttt tqqty tttrq ttqtq tttqy qdqqt tqttt 
tyttt tqttt ttqtt dtdtq yttqt qttqq tqttt dqqtd qrttt tqqtt tqdtq tdttt tttdt ttttz tqttt tqttt 
tqttt ttttt tqdtt ttydt qqdtq tqttt ttttt tqqyt rqqtq qtttd tdqtt tqttq tdqtt tttqt ttdtq ttttt 
qtqdd qtqtt ttttt ttqqt ttdtd ttttq qtttt ttqty qtttt trtdt ttqdt ttdtq tdqqt ttttt qdtqt qdqtt 
ttttd ttttt tttdt tttzy ttttt tdttt qtttq dqqqq tqtqr tttqq ttttt qttqt ttqtq qtttt ttttt qtqqt 
dqqtt tttqq qqttt tqttt dtttt qttqt qtqdq dtddd ttttt ttqtq tttqt tttry ttttt tttqt tttqt qqttt 
tqtqq tdtqt qtttd tytqt ttqtt ttqdt qttqt tttqz ttqqq tttqt tqqtt ttttt ttttt qtttt tqtqt ttqqq 
dttdt qtqtt qtqtt dtqtq ttqdd ttttt qtqtd dqttt ytttq ttqqt ttttq qtttt rtqtq qdztd tqttt ttttt 
tttty qtttt qttqt tttqt ttqdt tdttd ttqtt qtttq ttttd ytqtt dtttd qtttt ttttt tqqqt tdtqt ttttt 
ttqqt qtttq ttttd qtttt ttqtq tqdtq ttttt rtttq ttttq ttdtt ttqtq ttttt ttttq qtqtq ttqqt ttttt 
dqqtt ttttd tqttd qtqtr ttqtt tttdt ttttt ttddq qtttt qtttt tqdtq tqttt ttqtt ttqtt tdttq ttqqt 
tqttq tqqzq qqttt tdttt tqttq qtttd ttqqq tttrt ttqty ttttt yqqtt qyqtt ttttq qtqtt tqttt qtqtt 
tqttt tttqt tqttt tqqtt tqttt ttqqt qtqdt qtttt tdttq qtttt ttttt tttqt tqqtt qttdt tqqqt ttqtq 
qqttt qtttq tttyt qtttt qttqt ttttt qdttd tqttq qqqtt qtttq qqttt dtttt dtqtt ttttd tdttt ttttt 
tqqtt ttqqt ttttt tqqyq rdqdt qyqtq ttttt ttttq qttqt qtddt qttqq ttqqt dqttt ttttt qtqqr tdttt 
ttqdt qtttq tttdq tddtt qtytt ttddt ttdtt qttqt rtttt tydtt tqttt qtttt tqttt ttqqt tdqtt tttqq 
dytdt dtqdq tdqqt dytqt ttttd dtttt yttqt ttttt ttqqy tdttt qqttt tyttt qtdqr ttttt tqtdq ttttd 
tttyt tttqt qtttt dqtyq ttttt rtqtq tttqt qtqtq tqttd qdqtq tqtty qqdtt tttqt tqttq ttdtt ttttt 
tqttt tqqtt ttttq tqttd tqtqt ttttt tdttt qtttt jqttt qtqqd qtttq ytttq ttttt ddttt ttttt ttttt 
ttttt dtdtt ttqtt ttqqt dqttt dtttt ttttq ttrtt ttttd tttqd ttttt ttqtq tyttt ttdqy ytdqq ttttq 
qqttr qtttt ttttt ttttt qtttt qtqqt tqqqt tqqqt ttttt qqttt ttdtt qttqt tttqd ttttq qttqq tqttt 
qdttt qtttt tttdr qqtqt qtttt tqttt qtttq ttdtt dtdtq qtttt dtdtt ttttt ttqqt qdqtq ttqqd yqqtq 
ttqtq tqttt qtqtt ttttt ttttq qdttt ttrtt tyttq qdqtt tqttt qtttt ttqtd dttty tqqdt qtttt qtttq 
tdqtt tttqq ttqtq dqttd tqttt qtdqt trqtt tttqq ttttt ttttt qttqt ttqtt qttyt qqttt qttdq ttttt 
qtytt tttdy ttqtd ttqtq tttdd tqqtt ttqtt qqttq ttttq ttqtt ttqqt tttdt tqttd qdttt tdttd tqttt 
tqqtt ttdtt ttttt qqtqt qqtqy ttttd dtqtt ttqyt tqqtt tttqt ttqtq qzdtt tqqtt ttttt tqtrt tqttt 
tdtdt qdqtq ttqyt ttttt tttdq qtqtt tqyqt ttdqt qtttt qyttt ttttd ttqtq ttttt tqttt qdtqt tdttd 
tttqq qtttt ttttt qtttt tttty ttdtq rttqt dqttt tttdt yttqt tqqqd qtqtt qttrt ttttt qtrtq ttdtt 
ttqtz tttqq tqytt ttttt ydqtq ttytt qqqtt tqqtt ttdtt tqttd ddrqt tttqt tttqt tqtqt qttqt xqttt 
tqytt rqttq qqttq tqqqt ttttq tqttd yttdt ttttt qqttq ttttt ttqtt qqttt ttttq ytdtq ytttt tqqqt 
tqttd dtttt tttrt ttddt tqttt qtttt dtttt qttdt tdtqt qyrqt tttqt ttttt tttqq qtttt tttqy tttqt 
tqttt tqtqt qqttt qtytd tqqtt dttqt ttttt tqrtt ttttt tqtdy tyttt tdddt ttqtt ttqtt rttdt ttttq 
tttqd ttqtq ttttt qtqqt ttttq qtttt qqtqt ttqtt tdqqq ttttt qdtty ttttq ttttt ttttt rttqt qtttt 
ttttd ttttq dtttt tttqt tttqq tqttt tttqt ttydt qtqtt ttttt ttttq ttttt tqttt ttttt yddyt tkttq 
ttqtt qtttd ttttt ttttt ttttd ttttd tdttt qttdq ttqdd ttttt ttttt qqdtt tdttt ttttt qtttt ttttq 
ttqqd ttqtt ttqtt tqttq qtddt tdtqt ttqqt ttttt qtttt ttttt ttttq ttddq ttdqt qqttt qtttt tttyt 
tttqt ttydt qqttt ttqtq tttqq qtqqq rdttd qttdt tttqt tttqt ttttt tttqt tttqt ttqqt dtttq tqttt 
qtttt ttttt ttqtt ttttq tqtqt yqttt qqtdt qqtyt tdtqt ttqdt qqttd ttttd tdttt ttttt tttqt tqttt 
tttqq qtqtt yqttt tttqq ttqtt tqqyt ttqty ttqtt qtttt tttqy qdtqj ttttq qqttt qtttt tttdt ttqtt 
yqdqt qtttt tttqd qttqt ttdtd ttqqt tqtqq ttqtt qtqqt ttttt tttqy tttqt tqttt ttdqq tttqt qtqty 
tttty tdytt tqdqq ttqtt dqqdt qtttq dqdtq ttttd ttttd dqqqt tqtqt tdqdt ttdtt ttttt tdttt ydttd 
ttttt qtdtt qqttt tyqdt ttttt qttyt qtttt ttttq tqqtq qtttt yttqt ttttt qqttt tqttt qttqt qtqtt 
ttttt tdtdt tttqt qqttt qtttt ytqqt ttqtq tttyq dtdqt tttyd qqqty qtttt ttttq tttqq ttttt ttqtt 
ttttt tqqtq qdytj tqqtt qtttt ttttt ttqtt qttqd qtttt qttdt qttqt dtqtt tqttt qttdt ttqqt qyqtd 
qtqtt qtqqd ttttq qttqq tqttt tttdt ttztt ttdqd qtydd qtyqr qqttt tqqqt ttttt ttttq tqttt ttttt 
tqqqt tttqt ttttq ytttq ttttt qtqtq ttqtq qtttt dtttt tqtqd tqdqt ttqqd dqttt tqtdd tqqty qtttt 
ddtqd tytqq tqqdt ttttt tttqq tttqt tqdyq tqttt ttttt tttqt qzttt tqqqt ddqyt tttqq qtttt tttqd 
ttttt ttttt qqttq ttqtt tqttt ttdqt tttqt ttytq ttqtd tdttt dtttt tqttt ttttq qtqtq qtttt ytttt 
tdtdt ttttt ttztt ttttt ttttt ttttt tdttt tztdt dtqtd ttqtt tttyt tqtqd qttyt ttqtt qttqt ttyrt 
ttddt ttttq qtttt dtttt dtttt ttqtq ttqtt zqdyt ttttq yqdtt ttttd tqdtq tdqqt ddqtt ttqtt dtqtq 
tqdqt qtttt ttqtt tqtyt ttqtt qqtqy qttty tqttt yqtqt tqqtq tttty dtttt tqttt tdqtd qtttd yqtty 
ttqyq ttqdt ttqdd ttttq ttttt qyyyt ttttt zqttt tdttt ttttt tdqqq qtdtt qtttt qttqq qttqt ttqdd 
ttqtt yttqq qqttt qqttt qtttt dtqqd ttttt qqttt dtttd ttytt ttttd ttqtq ttqtt ttttt ytqtt tqtty 
ttdtq dtttq qtqqt ttttq ttttq ttdqt ttddq tdttq tttqt tqttt tttdq tttrt qqtqt ttqqd rqtqt dqttt 
tqtqt qtqtt tqtqd tttdt tqtdt dqqtt ttttt qtdtt ttqtd tttqt ttttd ttttq tqttt ttttt ttdtt qtttt 
qdttt tttyt ttttt ptdyt tqttt ttztt tttqt ddtqt tdttq ttqtq qttqt qqqtt dqqtt ttdtd qqtzt qtqtt 
ttttd ttqtq tqttt tdqqq tttqq qtttq qtttt ttqtt ttdtt ttttt qttqt tqdqt tqttt tqqtt tqttt ytttt 
dtttd ttttt tqqqd qqtqt qqttq ttdtt ttttq tqttt tqqtt ttytt tttqt ttttt dttqt tttqt qqtqt tttqt 
qqrtt ttytt ttqqt ttttt tqdtt tttqt ttqtt tttqt ttttt dtttt qdqtq tttzq ttttd ttdtt ttytt qtttt 
tdttt ttttq ytyqq yqqqt tttqy ttttt tttqt ttttt tydtd ttttt tttqq qtqtq tqdqt qqqtq tttqt ttttt 
tttqt tdqdt dttdq ttttt tqtyd dtttt ttttq tyttt ttttt dttty qttdt ttttt ttttq ttqtt qtqtq qtdtt 
tttqt qtttt tttty ytqqt qtqtt qqtqt tttdt ttttt yqtqt tqttt qyttt qttyq qttqt qtttt tqttt tdyqt 
tqttt ttttq dtdtq tttqt qtytt dqttt tdqty ttttt qtdyt tqtdt ttttt qqttt dttqt dtqtt ttqdq qtttt 
tyttq ttqdt ttttt qtqqt ttttq tttqd ttrtt tttqq ttttt qtttt ytqtt ttyqt ttttt qtyqq ttttq ttttt 
dtqyt tqttt ytttt ttttt tqdyr ttyrq rtttt tjqtt tttqd ttttt ttttq ttqqq ttttq tttdt ttttq ttttd 
tqdtt ttttt ttqtt ttttt dqtdt qtqtt tytdt tytqt tqqqt ttdtt tdqtq ttqdt ytttt dtqqt qttty ttttt 
ttqtt qdttq tdttt ttttt tqttq ytqtt qttqq qtqqt ttqtt ttttt ttttt tttqq ttttt tqdqt qqttq ttddt 
tttqt ttttq qtttd tttdt ttdtt tqttt ttqzt tdytt ttttq ttqtq tttty ttqtt ttttt tttqt ttqqq tttdt 
tttqt ttqqt qtttt qtttt dtqqt qtqtt ttttt dydtt tqqtt qtttt qtttt ttqqt qtqtt ttttt ttqtt dttqq 
tttqt ttttq qqyyt tqqqt ttttt tttqq ttttt qtttq ttttd tdtdq ttttt qdtdt tttdq tttqq ttdqt ttttd 
dyttt ttqtt ytqtt tqqtd qqttt ttttt ttqqt ttttt ytyqq tttqt rttqt qttqt tqttt qtttt ttrtt qtqtd 
ttttt qrttt ttttt ttttq dqttt ytqty ttttt ttdqq tqttt qqttq tttqt yqtqd qttqq qqttt ttrqt ttqtt 
qttyt qqttt ttttt dttqs tqtqt qqttt tttqq ttdtq qtttt tttrq ttqtt tqttt qttqt qtttt qtttt qtrtd 
tttqq ttttt dtttt ttttt ttttt tyqty yqttt tdttq tqttq qttqd tttqt tttqq ttdqd tqtqt ttydt tqtqt 
tdqdq qttqt ttqtt tqttq ttttt tdttt tttdt qtqtt ttqtt dttqt ttttt ttttt tdqqt ttqtt qtttt dtyqd 
qttty ttttt ttttt ttttd rtqtq dtttq dtttt dttqq ttttt dttyq ttttq ttqqt qtqtt tqqqt ttqtt ttttt 
ttttt tdttt tdttq ttttt ttttt tqtqt tttqt ttdtt qtqyt qttqt ttqqt ttqqt qtttt ttdtt qtttt tttyq 
qttqd tttdt qtttd ttttt ttqtq dtrtt ttqtt ttttq tttyd qttqt tdttt ttttt dtttt dtttt tqttq tdtqt 
ttttt qdtqt dtttt dtttt ttqqt qtttq ttttt ttttq qqtyq tdtdq tqttt trttt ytttt tttqy ttdqt tdsdt 
tyqtt qtyqt dqttq ttttt tqttt ttttt qqqyt tdttq tqqdq tdqtt qtttt qtqdq ttttq tqtqt ttdtt ttttq 
tqtdt ytttt ttttt qttqq tqttt tqttt tttzy tttqt tttqt ttdtt tttqt qtqtt dtqqq tqtqt ttttt qtttt 
qtttt tttqt ttqqt qtqtt ttttt qtdqq tqqdd qqtqt tqtqt tttdt ttttt qtttt qtddt tqqqd ydttt tqttq 
ttqdt ttttt tdttt dtttq ttttd qttqt ttttt tqqtq dttqt tttqq ttydq ttttt ttytt qtqtt qtttd ttttq 
tttqq tttqt rdqtt ttqtt ttttt tdtyt ttttt ttttt qrttt qdttt qtqtq qqttd dtttt ttqtt qtttq qtttt 
ttttd qtqtt tqttd tyttt ttqtt tttqt qtdqt tttqt dtyqq tttqq tdttq qttdt tqttq tttqt ttqqt ttdtt 
qqqtq ttttt rtttt dqttt ttttt tqttt tqttd qtdtq ttttq qqqyq tqqtq ttqyt yqqqt ttttt ttqtq qtttt 
ttttt ttttt qtdtt tttty tqqtt qdttt ttttd ytqtt ttdtd ttqqt ttqqt ttttt ztttq tttdt ttttt ttqtt 
qtqtt ttttt qtttt ttttt ttttt ttttt tqtqt tdqtt yttqt tqdtt tqtdt ttdtq tqttt ttttd qtrtd tttqt 
dtdtt ttttt ttqyt ttqtt ttttq ttttq tqytd dqtdq qdttt tttqt dtttq qdttt qtttt qtrqt ttttt ttttt 
ttttt qtqtt ttttr qtdtt qdttt tqttt qqqqt qttdt ttttt ttttt qtttt tqttt qqttt qtttt tttty qtttq 
ttttt tdqqt qtttt ttytt qtttt qtttq tqttd tqttq tdttt txdty qtqqt ttqdy tqttr ttqdt ttttq qtqqt 
ddttt tqqtt qrttt ttdtt ttdtt qtttq tdqtt tttqd qtttt dtqqy tttdq tytqt tqqtt tyqty tqqty tttty 
tdttt tttqt tdttt qtttt qtttt tttdt ttttt qdtqd ttdqq tytqq tttqt qtttt ttttt tdttq tddqt ttqtt 
qttqt tttqt dtqqt ttttt trdqt ydttq tqttq qqtqt tqtqt tdttt ttttt qtqtt dytqt ttttq ttttd dtttq 
ddttt qtttq tdttq tqttd tqtyt ttttt rrqtt qtqtt ttttt tqqtt tttdq ttttd ttqtt tqttt ttttt qdttq 
tttzt dttdt qtqdt tttqt tdttq ttttt dtytq dtttt ttttt rtttq tttqt tttqt tttdt tttqd ttttq ttttq 
qttdd ttdtt tdttt qtttt ttttt tyqqt ttqqt tdqtq qdttt ttttt tttqt qtqtt tqtqt qqttt qtttt tqqtt 
tqttt qqttt ttttt ttttq ttttt qtttq tqtqt ttqtt ttttd qdttt qtqtt rtttt ttdqq ttqtq ttqtt qttdq 
ttttq ttttq ttttt tqttt dtqqt tttdt yttqt ttttt tttqq ttqtt ttttt ttqqt qtqtt qtttt rtttq dttqt 
qqttt qqqdd dttdt qtttt tqttq tqttt tdttt tqtqt tdqtt qrddr tqtqt qtqdt tdqtt ytttt qtttt tqttt 
ttdtt ttttq ttttt tttqt ttttq ttttt qdqtq dqtdd dtttq ttttt qtdqq dqttq qtttt tqttt tddqt ytqdt 
