rrdrd rrdrr rdrrr rrzdz dzrrd rrrrd rrrdr rrrrr zrrrd rrrdz rrrrr drrrr dkrdr rrdrk rdzrr rdrdr 
rrrrd rkdrr rrrrr drrkr rrzdr drdrd drzdz rrrrr rrrrr rrrrr rrrrr rrzzd rdrrr zrrrr dkdrr rrrkr 
rdrrr ddrkr drrrd rrrry rrrrr rrrrr zrdrd rzrrd rdrrz rzrrd rrrdd rrrrd rrrrd ddrrr rkzrr rdzdd 
rrrrr rrrzr rdrrr rrrrr rrdrr rdrrd drddr rrrrr rrrrr krrrr krrrr rzryr rrrzr rrdrd rrzdr rrddr 
rddrr zdrdd ddrdr krrdr rrzrr drrdr rrzrr zrdrd zrrrz rzrdd rdrrr zrrdd zrerd zdrrr rdrrr rrkrr 
zrrrr dzddr rzddr rrdrd eddqr rzrrr rdrdd rrrrr rdrrr ddrdr rrddd zrrrr rrddr rrzdr drzdr rrzrr 
krrrr rzrrr rrdrr rzdrd rrrer rrrrr zrrzz rrrrr rrddz drrrg rdkrk dkyrr drzrr rzrrr rrrrr redrr 
rrrdr rrddr dzzrd rdrrd rerrr drrrr krrrd rrdrr rddrr ddrdr rdrrz rrrrd drrdr rrrrd rrrrr rrddr 
rdrrr zrdrr rzrzd rkrdd rrzrr rrzdr rrdrr drrrr rrrrr rdrrd rrrrz rrdrr rzydr drzrr drrrr rrdrz 
zrrdr dzrrr rrrdr rrrrr drrzr dkrrd drdrr rdrrr rzrrr rrrrr rrrrr rrrrr rrdrr rrder rrrrd drdrr 
rrdzr rzddd drddd rrdrr rrrrr rrrrr rrdrr drrzr rrdrd rzrrr kdrzd rrrry rdrrr rrrrd rrrrd rdrrr 
rrdrr rdrrr drddr drrrr zdrdr rrrrr ddrdr rrrdz rzrre rdrrr rrdrz zrzrr rrkrr drrzr rrrrd rrrrr 
kkrrr rrrdr rrdrr rryrr qzrrr rrrdr ddrkz rrdrz rrerr drzrr rrddr edrrr drrrr rrrrr drrrr rrrrr 
drddr drrrr rrrrr rrrdr rrrzr rdrdr zkrrr rddrk rdrrr rrrdd rdrrr rrrrr rdrer rdzrz rrrdz rrrrd 
errdd rdrkr zrrrd zrrrr rrrdr rdrzr rdrrr rrrzr rrrrd rddrr dzrrr rrrdr rdzrr drdrr rrrdr rrrrk 
rrrrd drzdk zrkrr rrddr ddrrd rrzrr rdzrd rdzrr drrrd rrrrd rrrrd drrrd rrrdr rrrrr rrdzd rdrdr 
rrzrr rrdde rdrrr rkddr rrrrr rrkrz rrrzz rrddr rrrzr dddzd rrrrr rrrrr zrkrr rddzr rdrrk rdrer 
zedrz rrzdd krrrr rdzzd drrdr gdddr rrdrr rrrrz drrkr rrrrr kdrrr drrzr drgrr rrrdr rrrrd rdzrr 
rrzrr rrrrr rrdrr drrrr rrrrd ddrrr yrrrr rrrrr ddrrr erdrr rddrr rrrrr drrrr rrdrr ddzre rrrdr 
dzezr drrrr rrzrd rdrrd rdrzr rrrrr rrzrr dzddr rrrrz zrrzr rdrrr rrrrd rrrrd ddrdr zrrrr rredr 
rrddd drrrr zrrre rrrrr rrrrr krred drddr rrdrz rddrd drrdr rrrkr rrdrr rrrdr zrdkd rddrr rrdrd 
krrrr kdzdk rrrrd rzdrd rrrrr krrzd rkrry rrdrr drrrr kdddz rrrrz drrrr drdrd drrrd rrrdr rrdrd 
zdrrd zrrrr rrrrr rrrrr rdrzk rrdkr rrrrr zrrrr rdzrr rrzkr rrdzr ddrdr rrrdz kzrdr drrrr drdrr 
rrdrd rdrrr krdrr rrkrr drrrr rrrrr ddrrr rdqdr drrzr drdrr drdrd drddd rrrrd rrrzr rdrrr rdddr 
krrrr rdzrr rrddr rddrr rrrdz zdrdr rrrdz drzrr rrddd ddrdr ddddd drrrk rdrdr rrrrr rrrrr rrddk 
rredk drddr rdrrr rrdrd zddrr zrrrr dddrr drrrz drrrr rrrrd rrrrd zrrrr rrrzr rrdrr zzrrd zrrdr 
drrrr drrdr drrrr rezrd rrrrr drdrd rrrrz rdrrr rddrd rzrrr rzzrr rrrrr rzkrr drrdr drrrr rrzrr 
rrrrr drdrk rdrrr rrrrd rrrdr rrrdr rrrzr rrrrr rrzrr rzzrr rdrdd rdrdr drrrd rrdrr rddkr rrrrd 
drrrr drkrd drrdd dzrrz rrrrr rrdrr drrrr krrrd drdrr rdrrr zrdrd rrdrd rdrdd drrrr ddrrr rrdke 
rrdrr rrdrr zdrrr drrdr rrdrr rddrr errdz drrrd drzdr yrrrr rrdrr rrrdr krrrr drrrz rrdrd rrrrd 
drrrr krrrr drrzz rrdrr rrdrr zrrrd rrrrd rrrzr zrrrr drrrr rrrdr rrrdd zzrdr drzdk drddr zrrdz 
rrdyr rrrrd rzzrr rrdrr rdrrd rrzrd rddrr zrrdr edrrr zrrzz drdrr rzrrr rrrzr rrdrk ddrrr rkrrr 
ddzrr rrrdr rddrr rrdzr rdrrr dddrd rrdrr rrdrr rrrrr drrre drrrz rrrrd dddrd ddrrd rdyrr rdrrr 
rrdrr rzrrr zrdrr zrdrr drrrr drrrd rrrrr drrrr rzzkk rrrrd zrrrr rrere rrrdr drrrz rdrrr zrrrr 
rrdrr rdrrr rzddr rrrrr rrrrk rrrrr rzrrr drrdr drrdd drrrr zrrdr rrrzd rrdry drrzz drdrd rrrrr 
rdrrr rrrrr rrrdr rrrrr rrrrz zrdrr dzrrr rrrdd rrdrr rzzdr rrdrk rrrrr rrrrr rrrrr rrdzd rzrrr 
rrrrd rrrrr rrdrd rrdrr rrrrr rrrrd rrzrr drdrr drrdr rrzrr rrrrd drddr rdrkr rrrrr drrdr ddzrr 
rrzrr rrddz ddrrq rrrrr rrrdr rrrdd drdrd kddre drrdz rzrdd drkdd rrdrd zrdkr drrrr rrdzd rdrrr 
rrddd drrrr rdrrr rrrrd rdrrr rrrrd rrrrr dddrr rrzdr rrrrr rrrrr rdrdr rrrdr rrrrr rdrkr rrrrr 
rrrdr drrrr rdrrr rrrdr rzdrr kdryd drrrr rrdrz rdddr drrdr rkrrr rrrrr rrrkr rkrrr rrrre rrrdr 
rrzrd zrdrr rrdrr drdrr rzdzz drrrr rdrkd rrrzd drzrr rrrrr rddrr ddrrr drrdr rdrrr dzdrk rzrdr 
zdrdr rrzrr rrrrz dkrrr drdrz rdrrz rrrdk rrrrr rrrre ddrdz rrrdd rdrrr dzddr rrrrz drrrr rrdrr 
rrrrr rrdrd rdrrr drrdr rdddr rdkdz drdzd rzdrr ddzrr krrrr rrrzr rrrrk dddrr drrdr rrrrk rdrrr 
drrdr rrrrd rrdrd drkrz rrrrd rrrdr drzrd ddzzr drrrd rddrr rdrkr dzrdz rrdrd dzzrr rrrrr drzrr 
rddzr drrdr rddrk rrrrr rddrr rrdrr rrrdr rrrrr rrrrr rrdrr rredr rrdrd rdrrr rkddr zrddr krder 
rrrdr rrddd rrddd rzzzr qrdrr ddrdr rrrrz rdrrd krrrr rkdrr rddrr rdrdr rkdrr rrrrz rrrrr zkrrr 
krrrr drdzd zrdrr rrrrr rddzr rrrrr rrrrr rrdzz rzrdr rzzdd ddddr rrrrr rrrdd rrrrr rrrrd rrrrr 
rrddr drrdr zdzrr ddrrz zrrzr rrdke ddrrd rzdrr drdrr rdrrr rrrdd rrrrd rdrdd dkrdr rddrr rrrrr 
rrrdd dddrr rdrrr zdrrr rrrrr rrrrz rrrkz dzrkr zrdrr rrrzr drdrr rrrrr rrdrr rdrrr rrrrz rrdrr 
rrrre grrzd rzdrr rrrzr rrdrr rrrrz rdrrd rzrrr drrke rrddr rrrrr rdzrr rrrzr rrrdg rrddr drddd 
rdrrr rrrrr zrdrd rrrdr dzrdr rdrrr rrrrr zrrzd rrrrr rrrrr zddrr rzrrd rdzrr rrrrr rrrrz rrrrr 
zkdrr rrrrd drrzd rrrkr rrrdr rrrrr rrdrr drrrr rrdrd rdrrr rrrrr rrrrr drrdd drdrd rrrrr zrrrz 
drrrr rrrdr rdrrd rrzrr rrdrr drrrr rrkdr drdrr rrddd zrddd rrrrr zrrrr zrdrz rrdzr rdrrd rddzr 
rrrzr rzrrr zkrrr rdddr rdddr drzzd rrrdz dzrrr rdrrd rrrdr rrrrr rrddr rdrdr rrrrr krdrr rrrrr 
drrdr grdzr drrdr rrdrr rrrrd drzrz rrrrz rkrzr rrrrr rrdrr rrrrr rzrdd rdrer rrkrr zrzzr rrrrr 
rrrrr rzrrr drrdr drddd drrdd rdrrz rrrrd drrrr zzrrr rkryr rrrrr rrrzr drrrr rrrzr rdrdd rkrrd 
rdkzr drrdr rrddd zrrrr drrrr rrdzd rddrr rrzzr rrrrr rzrdr drdrr rrdrr rzdrk rrrrz zdkdr rrrrr 
drrrr rdzdr rdrdd drrrr rdrgr rdrrd rrrrr drrrr drzrd rrrrr rrrrr drzrd dzrrr drrzd rrdkz drzdr 
drrrd rdrrr rrrrr rrrzk rzrrd rrrrr rrrdd rdrzd rrrrr rrdrr zrdzz rrrrd drdrd qddrd rrrrr rrrrd 
rrdrr derdr rdrdr rrdrr dkrdr rrdrk dkrdr rrrdr rrrrr rrrdr rrrrd zrzrr rdrrr rrrrr drrzr rdrrr 
rrrrd drrrr dkrrd rrrrr rrdzr rrrrr krddr rrrdr drerr rkdzr rrrrk rrrer rerrr rdzrr rrrrr rrrrd 
rzzrr drrdz zrrrd rrrdz rddzr rdddd rrdrr ddrrr rdrrr zrrrr rrzrr rrdrr drzdr zrrdz rdrrz drrrr 
rrrrr drrdd dddkr rrrrr drzrr zdddr rrrdr drrrz drrrr errrr drdrr rrrzr rdred ddrrr rrdrd rrrrr 
rrrrr rrrrr rrrrr rrrrd rrdrz drrrd drdrk rdrdr dddrr rzrrd rrrrr rrrrr rrrkr rrrdr rrrrr rrdrr 
ddrrr rdrrd rrrrd rrrrd rdkrd drdrr dddrr errrr rrzdr drrkr drkzr rrrrd zrdkr rrdrr rzrrr rredz 
rdrrr zrrzr drrdz rrzzr rrrzd zrrrr rrdrr rrdzd rrrrk rdrrd dzddr drrdd rrrrr rrrrr rrdrk rrrzr 
zrrrr rdrdr rrdzr rrrrr rdzrr dkrrr rdrrr drerd rzrrr drrrr rrzrd rdrrr rrrrd dddrd rddrr drrrd 
zddkr ddzdd rrdry rrrrr rrddr drddr rrrrr rrrrr rrrzk ddrrr rrdrr zrdrd rrrzd rdrrr rddrd rrrrr 
rrrkd zrrrr rrrdz rrrrr rddrd rkdrr rrddr drrdr rrrrd drdrr zdrdd zzrrd rzdrr rrddr rrrdd rdrdr 
zrrrr rrrzr rrrdr drrrr rrrrr rrzrd rdrdd rrdrr rrrrr drrrr drzrr drdrr grrrd drrzr rkrrr drrdr 
rrddr rrkrr rrrrr rrdkk drrrr edrrr rrdrk rrrrd rdrrr rrzdr drrrr rrdrr drrrr rrdrd rrrke rrdzr 
drerd dddrr rzrrd rrrrr rrrkr dmrrd rrdrr rdrrr rdrrz gzdrd drrzz drrzr zrdrr rrrrr rrrdr drrrd 
rrrrd rrzrr drrrr drdrr rdrdr drddr drdrr rrrrz rrrzr rrrdz rrerd rrrrr rdrzr drrdr rrdrd rdrdr 
rrrzr dzrrr drdrd rdkdr rdzrk drrrr rrrrr rrrdr rrrrd zrrzr rrrrk rrddd rrrrr drdrr rrrrd rrrrr 
zrzrr rdrrr dddrr ddzzr rdrrd rerrd yrdrr rredr rrdzr rrrzr rdrrr drrrr drzrr drrrr dzrrz rrrzz 
rrrrr drrrr grrdz zrrrr rdrrd drrrr rrzrr rrrrd rdrrr rrdrr rrrdz zrdrr drrrr rdrrr drrrr drrdr 
rzrrr rrdkr drrrd rrddr rrdrr rrrrr rrrdr rrdrr rrrrr rrrrd rrrrr rrzrr rrzzr drrdr rrrrr rzrrr 
rrdrz rrdzr drrrd rrrrr rrrrr rrddd drred rrrrr drrrr drkdr dryrk rdzrd rrzrk rrddz rrrrr rdrrr 
rrrrr rdrdz rrrrr rrrrr rrrrr rrrrr rrrdr rdrrr rrrrm rzdrd rddzd rdrrd rrzrd drrrz rrzrd dkrrd 
rrdrr rrrdr rrrdd rrrrr zzdrd drrrr rrrek rdzdr drrrr zrrrr rrrrr rrddr rrdrd rdrzr rrrrr rzrdr 
rrdrd rkzkr rrrdz drdrr rrrrr rdrdz drrrd rddrr ddrrr drrdk rrrrz drrrr rdrrd rdrzr zrrzr rrkrr 
rdrrd rrrkr rrrrr rdddr rzrrr rrrdr rrrrr rrrrr drrdr dyddr drrdr ydrrr rdrrd drdzd rdrrr rrrrd 
rrrrr rdddz rrdrd rrrer zdrzr drrrr rrdrr rzdrk rdddd rrrrd rdrrd rrrrd dzdrd rrdrr rdrdr drrrr 
drrrr rrrrr zddrz drrrd rrrdr ddrrr rrrzz drrdr xdrrr krzrr rrrrr rrzdr rddrr rrrrk rrdrr rrdrr 
rrddr rrrrr drdrr rrrer rzrrr rzrdz drrkr drrdd rdrdr rzrrr rdrrd rrzdr rrkrr rrrrr drdrd rdrdd 
rrrzr rzdrr zrrzr rrrrr drdrr rrdrr rrrrr zrkrr rdrrr rrzrk drrrr rrdrr ddrrd zrrrr dzrrd rdrrr 
rrrrr rzdrd rdrrr rrrzd rrrrz rerrr drrrd rrrrr drrrr rrrrr rdrzr drrrr rrrrk zrzrr rrrrr rrdrr 
rdrdr drrdr drrdk rdrde rdrdr rrrrd rdrrr drzzr rrrrr rrrrz dzddr rzrkr zrrdr rdkrz rrrrd rrdrd 
rrdrk drrzr rrrrr rddrr dddrr rrrdd rrrrr rrddr drrdd rrdrr drrrr rdrdr rrrrr rzrdk rrddz drrrr 
rdrdr rrrdd rrrrz rrrrr qrrrr rrddr rrzrr rrrdr rddrr rrzrr rddrd rzdrr drrdr rrzrr rrrrd rkrrr 
rdrdr rrdrd rrzkr drrkr rzdzr kddrr rrder eddrr drddr rrrer ezdrr drzrr rrrdr rrrrr rrrrr rrrrr 
rrzrd rrddr rrrrz dzrrd rzdrr rdrzr rrrrr rdrrr rrrrr rrrrr rrzdr rddkr rrrrd rrkrr rrdrr drkrk 
rrzdr rrdrr rrrrz rrdrr rrzrr rrrrr rrrrr zdrrr rrrrr rrrrr rdddd drrrr zrrrd rrrrr rerrr rrrrr 
rrzrr rzrrr rzrrr rddkk rdrrk rdrrz drdrd drrrr rrrrr zdrrr drrdd dddrd rzdrr rrrrz derkr drrrd 
rzdrr rzrrr rrrrr rrrrz rrrrr rrdrd rrrdr rdrrr rrrrr rdrrd rrdrr rrrrz rrdrz rrzrr rzrdr rkdrd 
rdrrr rdedr rrded drrrr rzddd rrrdr rrdzr dzrrr rdrzd dddrz drrzd rrrrr rrdrr rrrrd rrdrd rrrrr 
rrdrr rrrrr zrdrd rzrdd rrzdr rrrrz zrrdr rdrrr rzdrr rzrrr drzdd zrrrr rrrdr rrrrr zdddd rrrrr 
drddd rdddk rdrrr rrrzr zkdrd rerrz drdrz drrrd rrrre rrdrz drrrr rrdrr rrrzd ddrrr zrrrr rrrdr 
rrdrz rrrdr rrrrd rzrrd krrrr drrrr rdzdr rrrkd rdrrr rdrrd rzrrr rzzrd rrdrr rrrrr drrdr rrzrr 
zzrrd rrzzr rrrrd zrkdr rrrrr ddrrd drdrd rrrdz drrrr rrrrd drddr rkrrr drrrk dddrd rdddr rdrdr 
drrrz rrzrd drrrr drrrr rrrrd rrdrr rrrrr drkrr ddrrd rrrrr zrrrr rrrdd erdry drrrr rzrzr rdzrr 
krrzr rkrdr rddzr rzrrr rrrrd zrrkd rddrr rrrdr rrrdr ddrdr rrrkr drrrr rzrrr rzdrz drrrz rzrrd 
rrrzr krdzd rrdrr zrrrz rrrrr zdrrr rrdrr rrrrr rrzrr rdrdr drrrr rdzrd drddr drrrr drrrr drrrr 
rrrrz drrrd rrrrd rrrdr drrrr rdddr rrrrz drrrr rrrrr krzdr rzrrr rzdrd zrrrr gzrdr krdrr ddrrr 
zrrrr rkrdr rrdrr dddrr rdrrr dzrzd drkdd rrzdd krrrr drrdd drrrd rrrrr rrrrd krrrr rzrdr rrrrx 
rrrrr ddrdd rrrrr rrrdr rrdrr rrddd zrrzr rrrrr rrrrr rzrrd errrr rdrkr drrzr rrrrr rrdrd deddd 
rrrrr rrddr drkrd zrrdr rrddr rrddr rrdrd rrrzr rrrrr rrrrz rrrdr rrddr rrrdr rddrr drrzr drrrr 
drrdr drkrr zddrk rzrrd rrdrr rrrrr ddrzz drrrr rzrrd rddrr zrrzd rrrdd rzzrd zdzkr rrdrr rrrrr 
dzrrr rdrrz rrdrr rrrrd rdrzr rrdrr rrdrr rrrdd zrrrr ddkrr rrddr drdrr rrrzr drrdr ddrrr rrrzr 
rrdrr drrkr rrrrr rrzrr rddrr dzrdr rdrdk rzrdr dzrdz rkrrr rrrrr rrzzr rdrrr rrdrr drdrr zrkrr 
zrrrd rrdrr rrrrr yrdzr rrrrr ddrrd drddr rdrrd rrrrr drrrr yrzdz drzrr rzedd dyrrz rrrdr ddkrr 
rrrzr rdrdr rrkrr rrrrr rrrrr rrrrr rrrrz rdrdr krddr dzrdd rrzrr rrdrr rrdrr rrrrr drdrr rrrdd 
rrdrr drrzd drzrr krzzz drdzr rdrrd rrkrd rzzrr rrrrr rddrr zrrdr rrrrz rzdrr rrrrd erddr rrddd 
rrrrr rrrrr rkrzr rrrrr rrrrr drrdr rdrkr drrrd rrrrr rzrrr zzrrr rrrrd zdrzr rrrrd rrrdr rrrdr 
rrrrz drrzk drrrd rredr rdrrd rrrrr rrddr rrrzr rrrzd rrrrd krrrd rrrrr drrrr rrrdr rrrzr rzdrr 
krdrr rrrdd rrrre rkdrd rrrrr rrrrr rddrr rrrdr dzrrd rrzrd ddrrr rdrrr rdrrz rrdrr rrrrr rrddr 
ddrdr zrdrr zdzrr rrzrr rdrrr drrdd rkrrr rrdrr dkrdr drdrd rerer rdddd zrrrd rrrzd rzrrr krrdr 
rrrzr rrrrz rzrrr drrdr rrrrr zrrrd rrrkd zrrrd rrrrd rrzzr kzrdr dddrd rrrrr drddr rerzr drzrz 
rrrrr zrrrd drrrr rkdzr drrkr drrrz rrrrr rrdrr rrrdr zrrdr rrkrz rrrrr rrrrr rkrkr rrrrr drrrr 
rrdkr rdrrd rrddr zrrrd kzrrr drdrr rrrkr rrzdr dzrrr rrrdr zdrkr drdrr rddrd rrrre ddrrd drrrr 
ddedr ddrrr rddrd rrrrz rzrer rrdrr rdrzr rdrrr rrdrr rrrrd rrrrd ddrdr kyzrr rrrrr zrrdd rrrdr 
rdrdr drrrr rrrrd rrddz rdrdr rdrrr rdrrd rdrdd rrrrd rrrkr rdzdr rrrrr zkdrr rzrrz rrerd rrdrr 
rrrrr rrrdk zrrrr rrrrz rrdrd rrddd rrrkr drddr rrrrr rrrrr drrdr drker rkdrr rdrek rdrrd kdrdr 
rdrrd rdrzr rrrze ddrrr rrrrr drerd rrzrr rrddz drrrr ddrrz drdrd rrdrr rzder rdrrr rrddk rrrdr 
ddrdr rrrzr rrrrr rrrrr drrrr rrdrr zrrrd rrrdr kddzr rrdrr rrrdd zdrdr drrrr rrrzr drddk zrrrr 
dkdrr rrddr errze rrrrr drddd ddrrr rzrzr rkdrr krdrr rkrrr rrrrr rrddr drdrr zrzkz rrdrd drrrr 
rredr rrrdr rrrrd drrzd kdrdr rrdzr rdzrd dzrdr rrrrz rrzdr rrrdr rrdrz rrdrr rzrrd rrdrr rrrdr 
drrrr rrrrr zrrrr zdrkr rrrdd rrrrr rzrzd rrrrd rrrrd rrkzr rrdrr rrrrr rrdrr rrrdr drrdr rrdzr 
rddrd rrdrr drdrr drdkr rrzdr zdrrr zdrrr rrrrr rrrzr rrrrr drrrr drekr rrrdr drrrz drdrr rdrrd 
drdrr rrrdr rrrrr zzzyr rdrdd rdrrz rrrdd drrrz drrdr rrrrr rzrzr rdrrr zrrrz rdrrr rrrrr errdr 
rrydd rrzdr rrzrd ddrrd rzdrd drrrr rrddd rredz rrrrk zzrzk zrrdr rrrrr rdrdr zrdrr rrrre rrrrr 
drrdr zrdrr kdded rrrkr rrrrr rdrrr drrre rddrr drrrd zzrrd rrzrr rrddr rdrrr rdrrr rrrrr rrzkz 
rdrrr rrrrd rddrz drrrr rzrdr rrrrd rrrrr drrrz rrdrr drrzr derrr rrdzr rrrrr rrrrr drrrd drzrr 
rrrzr rrkrr rrrrz dddrr drrdk yrrdr rrrrz rrrrr zrrdr rrrrk rddrr rrrrr drrdr rrdrr zzdrr rrrrz 
dddrr rrrrr rrrrr rrrdz rrrey zrrrr rrzrr rdrrr dkrdr rrrdd rrrrr rdzdr rrzdd rrzzr rrzrr rrrdr 
rrdrr rdrrr rrrrr drddd drrrr rdrrr rrrrr rrrrr zrrrr zrdrr rrdrd dddrr drrrk dzdzr rrrrr rrzrd 
drrdr rddrr drrdd rrddd dzrdr rdrrr rzrrr rzdrd rrrkr rdrdd rrrrd rdrrr drzrz rrrzr rrdrr krdrr 
rrkrr drzrr rdddd rrdrd rrrrd rdrrr rrrrd rddrr rrrkd rkrrr rrdzk rrrrd kzrdr rrkrr dzrrr rrrrr 
rrrrr rdkrr rdrrd zrdrd zrrrz rrddr rrzrr rzrrd dddrr rrrrr rrdrr rzrrr rrrdr zrdrr rrzrk rdrrr 
rrdrr drrrr rrzrr rrrrr zzrrr kdrzr dkrrr drrkz drrrz zdkrd rrdrd dzrrk rdrdr rkrrz rdrdr rrrrr 
drdrr rrrrr rrdrr rdrkr rrrrr rrddr rrdrr rdrrd rdzrz rdrrz drzrr rdrrr drrrr rrdrd rrrrr rrrrr 
drrrr dkdrr rrrrd rrzzr rrrrr ddrrr rrddr rrzzr rrzrr rrkrd rrrrd rrrrr rrrrk zrrrd rddzd rrdry 
rrzrr rdrrr drrdd rrzrr rddrr rdrrr drrrz drrzr rdrrr rrrrd drrrr rrrrr rrerr ddrrr rrrrr rddrr 
rrrrr drrrd rddrr rrrdz dkrrz zdrrr rrrdr drrrr zdrrr rrdrr rrrrd rrrrr drrzr rdrdd rrrdz rdrrr 
kdrdz errrr drrrr rrrdr rrrrr zrrrr drrrr rrrrd rdrrr zrzdd rrrdr rdrdr erdrz rrdrr rrrrr rrdrr 
rrdrk drdrd rrrrr rrzzd ddrrr rdrdr rrdzr rdrrd zdrrr rrrrd rrrrr rrrrr drrzr krrrr rrrrr rdrrr 
rrrrr rrrrd rrrzr zrdrd rrrrz rrrrz rrrrr rrdrr rdrrd drzdd rrdrr rrzrr drrkr rrrrr rrrrr rdrdd 
rrrrd rrrdr rrrrr ddzdr rrrzd drrrr rzrrr zrdrr rrrrz drdrr rzrrr rdrrr rrrrr rrdrd zrrzr drzrd 
rdrrr drrrd ddrrr rrrrr rrrdr rdrdr dzrrr rdddd rzdzr rrrzr zdrrr rdddr rrrdr rrrrr zdrrr rrdrz 
rrdrr rrrrd rrdre rzrrd rrrrr rdrdr rrrdr rrzrz rdrrr zrddr zrdrr rrrdr rzrdr rkdrk rdrrr rdrrr 
rrdzr ddrrr drddr ddrzr rzrrr zrzrr zrrrr rrdkd rkrrr rrrzz rrrzr rzrrd rrrrr rrrrz zrrrr rrdrr 
rrrrr ddrdr zdrkd rrrdz rrzrr drzrr rrzrd zrrrr rdrdd rrrrr rrrrr rrzrz rzrrr rrrkd rdrkr rrdrr 
drrdr rrrrd rkrrd rrdzz rrrzr zrrzr dzdzr rrrrr ddrrr rrrrr drrrr rddrr drzrr rrrrr rrdrr zrrdz 
rrzdr rdzkr rrzrr rddrr rrrrr drdrd rrddr rrrrr drzrd zrdrr rrrrr drdrr rdzrk rrdrz rrddr rrdrr 
rrrzd rrrrr rkrdr rrrdd rrzdz rrzrr rdrrr rrrrd rdrrr rzrrr rrrry zzrrd rrzdd rrrrr drrrr rrrrr 
zrzrr rrrrr rrdrk rrdzr rdrrr drrrr rddrd rrrrr rdzrz rrrrd ddrdz rdzzd rrrrr rdyrr drzrd rrrrd 
dzrrr ddrrd rdrdk zrdrd drrdr rrrrk rrrrd zrrrr rrrrr rdrdr rrdrr zrddd zzdrd rzddr rrdrz rkrrr 
rrdzd zdrzd zrrrd rdrrz drrrd rrrrd rdddr rrrdr zkrrr rrzkd rzrrr rrrdz drdrr rrrrr kdrrr rrdrr 
dzdrr zrrrr ddrrd rrzrr rdrdr drrrr rrrrd rrrdd zrryr rrddr rrzdr rrrrr rrrrr drdry drdrd rrrrd 
rrdrr rdrrd drrrz rddrr rzrrd rdrrd rzrrr drrrr rrrrz rddrd rrrrr rdrdr rzrrz rrrzr rkzrr rdrrd 
zrrrd rdzrr rrzzd drdrr rdrrk rdkde rddrr rrrrr rkdrd rkrrz rdrdr rdkrr rrrdd rrrrr rrdrr rrrrr 
rrrrd rdrzr rrrrr rerrr rrrkr rdrrd errrr rrdrr rdrrr drrrr rrdrr rrdrr ezrkr drrdr drzdd rddrr 
drrrr errrk drrrd rrzrr rrrrr rrrdz rrrrr rrrzr rrrrd rrrdr drdrr rrdrd rrred rrrrr rrzrd rdrdr 
zrdrr yrrrr rrrzr rzrxd rrrdd rrdrr rrrrd rrdzr zzrrz rrrrd drrrr ddrrr rdzrd drrdr rrrkr rrrdr 
rrrrr rrrrr rrrkd rrdzr zzzrr rzrrr rrrrd zryrd rrrdr drkrr rdrdr rrrrr kdrkd rdrzr zrrrd rrdrr 
rrrrr rzdrz drrkr rzddd rrrrz zdzrd rrrrd drrrr rrdzr rrrrr rrrdr drkrr rrdrd rdrdr rrrdr rrryr 
dzzrr rrrdr zrrrr rrrrr rzrrr rddrr rrkrd rrrrr drrrd rrdrr drrrr rdrrr ddzrd rrrzd grkrr rrrzr 
rzdrr zrrrr dddzr rrdrd rdrrr drrrz drdrr rrrrk rrrrz rrzdd rrddr rrrrr drrrr drzrz rdrrr rrrrr 
rrrdr zrrdr ddrrr zrrdd zzkrd drrdr rrrrr drrdd rrrrz rrrer rdzrr rrrzd dzzdr rrrrr rrrdr rzrrr 
rrrrr rdrrr rrrer rrrdd rrdrr rdrrr rrkrz rrrrr drrdz rdkrr rrdrr rrrdr dzrdz rkdrd rddrr zrzrd 
krrrr rddrr rdrdr rddrr rddrd rrrrr rddrr ddrrd zrrrz rrrrk zrzrd dzrzr rrzrr zrrrk rrrrr rdryr 
rrzkr rrrdr rdrrr rrrrd drrrr drrrr drdrr rrzrr rrrrd rdrdr rzddr rrzrd drdrd rdrrr rrrzd rrrrd 
dddzd rrrrd drdrr zrrrr drzrd rdrrr rrdrz rdrrr zrzrr drzzr rrrrr ddddz drrrr rrrrr drrrr drrrd 
rrrrr zdrrr rdrdr rrrdd rdrkr rrrdr rzrrr rrrkz rrrdr drddd rdrdr rrrrr rrrrr rkrdr rrdrr ddrdr 
zdrrd rkrrd zrrrr rrrrr drrrk zrrrr rrrrr rdrdr rrrzr zrrrr rrdrz dzdrz rrrrz ddkdr zrrdz zdddr 
rrrrr rrdrr rrddr drrrr drrzr rrrzr rrrrd rdkrd rzrdr rrrrr drrrr rzdzr rrrrr rrrdr dzrdd rrrrr 
rrrrr rrrrd rkzdr rrrrr drrrr zrrrr rrdrr rrrdd rdrrk errrr rdrdr rrrrr krrrr rrrrr rrkdd rdrrd 
ddrkr rrrrd rrrdr zrrzk rrrdz rdddr rrdrr rrrrr rdkrr rkrrr rrdrr rrrzr rrddd rrrrr rdrrr rdrdr 
rrrdd dddrz rrzrr rdrrr rddrz rrrzr rrrdr drrre rdzdr rrdrd rdrdr rrrrr rrrrr rrrdd rrrrd drdrd 
rddrr rrrrr rrdrd rrrdr drrdd kdddr drrry zrrrr qrdrd rrrrd rdrkr rrrrr rrdrz drdrz rrrrz rrzdr 
ddddr rrrdd rrrrr zdzrd rkrdr rrdrd rrrrr rrrrr drzdr zrkrr rzddr rrrdr rrrzr rrzrz dzrrk ddrre 
